order_id,product_id,quantity,unit_price,discount_amount,promo_id,promo_id_2,category,segment,size,cogs,order_date,payment_method,order_status,order_source,zip,region,promo_name,promo_type,discount_value,promo_channel,stackable_flag,order_year,order_month,order_dow,gross_revenue,net_revenue,line_cogs,gross_profit,discount_rate,has_promo
21,676,2,9758.83,0.0,,,Streetwear,Everyday,S,9195.696775606715,2012-07-04,credit_card,delivered,organic_search,8724,East,,,,,,2012,7,2,19517.66,19517.66,18391.39355121343,1126.2664487865695,0.0,0
22,36,7,5595.02,0.0,,,Casual,All-weather,S,3526.0653677586206,2012-07-06,apple_pay,cancelled,organic_search,10019,East,,,,,,2012,7,4,39165.14,39165.14,24682.457574310345,14482.682425689654,0.0,0
23,1041,5,12008.32,0.0,,,Streetwear,Everyday,M,6095.835739528302,2012-07-06,cod,delivered,direct,11777,East,,,,,,2012,7,4,60041.6,60041.6,30479.17869764151,29562.42130235849,0.0,0
24,671,3,10863.52,0.0,,,Streetwear,Everyday,XL,7866.463912105264,2012-07-05,apple_pay,delivered,direct,12148,East,,,,,,2012,7,3,32590.56,32590.56,23599.391736315793,8991.168263684209,0.0,0
25,174,3,8298.69,0.0,,,Streetwear,Performance,L,7570.06967347826,2012-07-06,credit_card,delivered,organic_search,12572,East,,,,,,2012,7,4,24896.07,24896.07,22710.209020434777,2185.860979565223,0.0,0
26,609,2,10196.64,0.0,,,Streetwear,Everyday,M,8987.704230926174,2012-07-05,credit_card,cancelled,paid_search,13502,East,,,,,,2012,7,3,20393.28,20393.28,17975.40846185235,2417.8715381476504,0.0,0
28,396,4,11274.95,0.0,,,Streetwear,Balanced,S,10091.01225565364,2012-07-06,cod,delivered,organic_search,14304,East,,,,,,2012,7,4,45099.8,45099.8,40364.04902261456,4735.75097738544,0.0,0
29,1484,2,950.75,0.0,,,Outdoor,Activewear,S,935.2112142857142,2012-07-06,credit_card,delivered,referral,15025,East,,,,,,2012,7,4,1901.5,1901.5,1870.4224285714283,31.077571428571673,0.0,0
30,1483,4,1027.59,0.0,,,Outdoor,Activewear,XL,641.5548930000001,2012-07-04,cod,delivered,paid_search,15025,East,,,,,,2012,7,2,4110.36,4110.36,2566.2195720000004,1544.1404279999992,0.0,0
31,2071,3,4175.51,0.0,,,Streetwear,Everyday,XL,2699.7547866835444,2012-07-06,cod,cancelled,email_campaign,15212,East,,,,,,2012,7,4,12526.53,12526.53,8099.264360050633,4427.265639949368,0.0,0
32,1862,6,2599.04,0.0,,,GenZ,Trendy,L,1842.62818624138,2012-07-05,credit_card,returned,social_media,17033,East,,,,,,2012,7,3,15594.24,15594.24,11055.76911744828,4538.470882551719,0.0,0
33,600,8,9342.06,0.0,,,Streetwear,Everyday,S,4647.361168617297,2012-07-04,apple_pay,delivered,referral,17057,East,,,,,,2012,7,2,74736.48,74736.48,37178.88934893838,37557.59065106162,0.0,0
34,2380,6,3778.24,0.0,,,Streetwear,Everyday,S,2446.9426176764496,2012-07-04,paypal,delivered,social_media,18068,East,,,,,,2012,7,2,22669.44,22669.44,14681.655706058697,7987.784293941302,0.0,0
35,2359,2,5362.22,0.0,,,Streetwear,Everyday,XL,3136.7588660419133,2012-07-04,credit_card,returned,organic_search,18944,East,,,,,,2012,7,2,10724.44,10724.44,6273.517732083827,4450.922267916174,0.0,0
36,2277,1,3514.8,0.0,,,Outdoor,Premium,M,3190.8545202639016,2012-07-05,paypal,delivered,referral,18947,East,,,,,,2012,7,3,3514.8,3514.8,3190.8545202639016,323.9454797360986,0.0,0
38,2400,3,1109.32,0.0,,,GenZ,Trendy,S,1053.798008379888,2012-07-04,credit_card,delivered,paid_search,19103,East,,,,,,2012,7,2,3327.96,3327.96,3161.394025139664,166.56597486033615,0.0,0
39,2359,2,5254.42,0.0,,,Streetwear,Everyday,XL,3136.7588660419133,2012-07-04,paypal,delivered,paid_search,19123,East,,,,,,2012,7,2,10508.84,10508.84,6273.517732083827,4235.322267916174,0.0,0
41,400,5,9736.68,0.0,,,Streetwear,Balanced,S,7227.252905183763,2012-07-04,credit_card,delivered,referral,19508,East,,,,,,2012,7,2,48683.4,48683.4,36136.264525918814,12547.135474081188,0.0,0
42,1174,3,6841.28,0.0,,,Streetwear,Performance,L,6582.9015,2012-07-06,paypal,cancelled,direct,19977,East,,,,,,2012,7,4,20523.84,20523.84,19748.7045,775.1355000000003,0.0,0
43,1859,3,1893.3,0.0,,,GenZ,Trendy,XL,1552.1589616101946,2012-07-04,paypal,delivered,organic_search,20008,East,,,,,,2012,7,2,5679.9,5679.9,4656.476884830584,1023.4231151694157,0.0,0
44,4,4,9707.48,0.0,,,Casual,All-weather,S,5604.032127826088,2012-07-05,cod,delivered,email_campaign,22407,East,,,,,,2012,7,3,38829.92,38829.92,22416.128511304352,16413.791488695646,0.0,0
45,676,8,9885.26,0.0,,,Streetwear,Everyday,S,9195.696775606715,2012-07-04,credit_card,delivered,social_media,22630,East,,,,,,2012,7,2,79082.08,79082.08,73565.57420485372,5516.50579514628,0.0,0
46,606,3,4013.96,0.0,,,Streetwear,Everyday,L,3552.4566728647687,2012-07-04,cod,cancelled,paid_search,24141,East,,,,,,2012,7,2,12041.880000000001,12041.880000000001,10657.370018594305,1384.5099814056957,0.0,0
47,1449,6,1759.59,0.0,,,Outdoor,Activewear,M,1575.769356,2012-07-06,credit_card,returned,organic_search,24212,East,,,,,,2012,7,4,10557.539999999999,10557.539999999999,9454.616136,1102.9238639999985,0.0,0
47,1450,3,1809.15,0.0,,,Outdoor,Activewear,L,1309.056336,2012-07-06,credit_card,returned,organic_search,24212,East,,,,,,2012,7,4,5427.450000000001,5427.450000000001,3927.1690080000003,1500.2809920000004,0.0,0
48,1934,1,1658.89,0.0,,,Outdoor,Activewear,L,1337.8364643396226,2012-07-04,credit_card,delivered,organic_search,26264,East,,,,,,2012,7,2,1658.89,1658.89,1337.8364643396226,321.0535356603775,0.0,0
48,1935,3,1594.99,0.0,,,Outdoor,Activewear,XL,1048.696357245283,2012-07-04,credit_card,delivered,organic_search,26264,East,,,,,,2012,7,2,4784.97,4784.97,3146.089071735849,1638.8809282641514,0.0,0
49,671,5,10790.22,0.0,,,Streetwear,Everyday,XL,7866.463912105264,2012-07-04,credit_card,delivered,social_media,26330,East,,,,,,2012,7,2,53951.1,53951.1,39332.31956052632,14618.780439473681,0.0,0
50,475,2,12776.36,0.0,,,Streetwear,Balanced,XL,10040.861016467206,2012-07-04,credit_card,delivered,social_media,26351,East,,,,,,2012,7,2,25552.72,25552.72,20081.722032934413,5470.997967065588,0.0,0
52,1477,2,4048.71,0.0,,,Outdoor,Activewear,M,2267.694324,2012-07-06,cod,delivered,referral,27612,East,,,,,,2012,7,4,8097.42,8097.42,4535.388648,3562.031352,0.0,0
53,396,7,11541.12,0.0,,,Streetwear,Balanced,S,10091.01225565364,2012-07-06,apple_pay,delivered,paid_search,27614,East,,,,,,2012,7,4,80787.84000000001,80787.84000000001,70637.08578957549,10150.754210424522,0.0,0
56,2388,5,3641.21,0.0,,,Streetwear,Everyday,S,2462.330655263844,2012-07-06,credit_card,delivered,email_campaign,28462,East,,,,,,2012,7,4,18206.05,18206.05,12311.65327631922,5894.396723680778,0.0,0
58,187,3,9031.01,0.0,,,Streetwear,Performance,XL,7129.304729042554,2012-07-04,credit_card,paid,organic_search,29412,East,,,,,,2012,7,2,27093.03,27093.03,21387.914187127662,5705.115812872336,0.0,0
59,671,2,11173.11,0.0,,,Streetwear,Everyday,XL,7866.463912105264,2012-07-06,cod,returned,paid_search,29669,East,,,,,,2012,7,4,22346.22,22346.22,15732.927824210528,6613.292175789473,0.0,0
60,604,1,6074.2,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-04,credit_card,delivered,social_media,30004,East,,,,,,2012,7,2,6074.2,6074.2,4141.940240558514,1932.2597594414856,0.0,0
62,2254,3,718.3,0.0,,,Outdoor,Activewear,L,486.6801528825648,2012-07-04,credit_card,delivered,email_campaign,30075,East,,,,,,2012,7,2,2154.8999999999996,2154.8999999999996,1460.0404586476943,694.8595413523053,0.0,0
63,400,5,9998.5,0.0,,,Streetwear,Balanced,S,7227.252905183763,2012-07-06,credit_card,delivered,paid_search,30127,East,,,,,,2012,7,4,49992.5,49992.5,36136.264525918814,13856.235474081186,0.0,0
65,1184,2,7409.79,0.0,,,Streetwear,Performance,S,5095.771317,2012-07-04,credit_card,paid,organic_search,30907,East,,,,,,2012,7,2,14819.58,14819.58,10191.542634,4628.0373660000005,0.0,0
66,1298,8,4600.11,0.0,,,Casual,All-weather,L,3357.4571100000003,2012-07-04,credit_card,delivered,organic_search,31008,East,,,,,,2012,7,2,36800.88,36800.88,26859.656880000002,9941.223119999995,0.0,0
67,604,2,6208.65,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-04,credit_card,returned,paid_search,32922,East,,,,,,2012,7,2,12417.3,12417.3,8283.880481117028,4133.419518882971,0.0,0
68,2054,2,6898.11,0.0,,,Streetwear,Performance,L,6718.021493857494,2012-07-05,credit_card,delivered,referral,33126,East,,,,,,2012,7,3,13796.22,13796.22,13436.042987714987,360.1770122850121,0.0,0
70,2251,8,1553.9,0.0,,,Outdoor,Activewear,XL,1150.605981,2012-07-04,credit_card,delivered,organic_search,34688,East,,,,,,2012,7,2,12431.2,12431.2,9204.847848,3226.3521520000013,0.0,0
71,2250,5,1508.79,0.0,,,Outdoor,Activewear,L,944.455113,2012-07-06,credit_card,cancelled,email_campaign,34688,East,,,,,,2012,7,4,7543.95,7543.95,4722.275565,2821.674435,0.0,0
72,1942,6,1459.17,0.0,,,Outdoor,Activewear,L,1407.896983576642,2012-07-04,paypal,delivered,paid_search,34953,East,,,,,,2012,7,2,8755.02,8755.02,8447.381901459852,307.63809854014835,0.0,0
72,1943,7,1485.99,0.0,,,Outdoor,Activewear,XL,1063.7773208540143,2012-07-04,paypal,delivered,paid_search,34953,East,,,,,,2012,7,2,10401.93,10401.93,7446.4412459781,2955.4887540219006,0.0,0
74,467,3,11159.44,0.0,,,Streetwear,Balanced,XL,6350.61716801092,2012-07-04,credit_card,delivered,organic_search,35126,East,,,,,,2012,7,2,33478.32,33478.32,19051.851504032762,14426.468495967238,0.0,0
75,676,3,9702.2,0.0,,,Streetwear,Everyday,S,9195.696775606715,2012-07-04,paypal,delivered,social_media,35620,East,,,,,,2012,7,2,29106.600000000002,29106.600000000002,27587.090326820144,1519.5096731798585,0.0,0
76,475,7,12588.76,0.0,,,Streetwear,Balanced,XL,10040.861016467206,2012-07-05,apple_pay,delivered,social_media,36092,East,,,,,,2012,7,3,88121.32,88121.32,70286.02711527044,17835.29288472957,0.0,0
78,635,6,10513.77,0.0,,,Streetwear,Everyday,XL,9205.430477941176,2012-07-04,cod,delivered,referral,36351,East,,,,,,2012,7,2,63082.62,63082.62,55232.582867647056,7850.037132352947,0.0,0
79,2071,2,4126.27,0.0,,,Streetwear,Everyday,XL,2699.7547866835444,2012-07-04,credit_card,delivered,organic_search,36580,East,,,,,,2012,7,2,8252.54,8252.54,5399.509573367089,2853.030426632912,0.0,0
80,1201,4,6818.49,0.0,,,Streetwear,Everyday,M,6443.621163,2012-07-04,credit_card,delivered,referral,38109,Central,,,,,,2012,7,2,27273.96,27273.96,25774.484652,1499.475348,0.0,0
81,604,7,6071.12,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-05,credit_card,delivered,email_campaign,38122,Central,,,,,,2012,7,3,42497.84,42497.84,28993.5816839096,13504.258316090396,0.0,0
82,2400,5,1119.42,0.0,,,GenZ,Trendy,S,1053.798008379888,2012-07-04,paypal,delivered,email_campaign,40601,East,,,,,,2012,7,2,5597.1,5597.1,5268.99004189944,328.1099581005601,0.0,0
83,2053,4,4010.92,0.0,,,Streetwear,Performance,M,2068.3965302835823,2012-07-04,apple_pay,delivered,referral,41042,East,,,,,,2012,7,2,16043.68,16043.68,8273.586121134329,7770.093878865671,0.0,0
84,2064,8,6488.12,0.0,,,Streetwear,Performance,S,5307.5396937806045,2012-07-04,cod,delivered,referral,43311,East,,,,,,2012,7,2,51904.96,51904.96,42460.317550244836,9444.642449755163,0.0,0
85,467,1,11000.4,0.0,,,Streetwear,Balanced,XL,6350.61716801092,2012-07-04,paypal,delivered,social_media,43528,East,,,,,,2012,7,2,11000.4,11000.4,6350.61716801092,4649.78283198908,0.0,0
86,676,1,9897.88,0.0,,,Streetwear,Everyday,S,9195.696775606715,2012-07-05,credit_card,delivered,direct,43556,East,,,,,,2012,7,3,9897.88,9897.88,9195.696775606715,702.183224393284,0.0,0
87,1975,7,687.32,0.0,,,Outdoor,Activewear,XL,657.6931666666666,2012-07-04,paypal,delivered,referral,43938,East,,,,,,2012,7,2,4811.240000000001,4811.240000000001,4603.852166666666,207.38783333333504,0.0,0
88,1974,5,665.35,0.0,,,Outdoor,Activewear,L,657.6931666666666,2012-07-04,apple_pay,delivered,email_campaign,43938,East,,,,,,2012,7,2,3326.75,3326.75,3288.4658333333327,38.28416666666726,0.0,0
89,635,7,10516.05,0.0,,,Streetwear,Everyday,XL,9205.430477941176,2012-07-04,paypal,delivered,email_campaign,44077,East,,,,,,2012,7,2,73612.34999999999,73612.34999999999,64438.01334558823,9174.33665441176,0.0,0
90,2055,1,6747.15,0.0,,,Streetwear,Performance,XL,6878.097761980831,2012-07-05,paypal,delivered,organic_search,44405,East,,,,,,2012,7,3,6747.15,6747.15,6878.097761980831,-130.94776198083127,0.0,0
91,565,7,10747.18,0.0,,,Streetwear,Everyday,M,9051.699823187571,2012-07-06,cod,delivered,paid_search,44646,East,,,,,,2012,7,4,75230.26000000001,75230.26000000001,63361.898762313,11868.361237687008,0.0,0
92,485,2,10045.12,0.0,,,Streetwear,Balanced,M,9719.870192307691,2012-07-04,credit_card,delivered,organic_search,44830,East,,,,,,2012,7,2,20090.24,20090.24,19439.740384615383,650.4996153846187,0.0,0
93,485,3,9937.57,0.0,,,Streetwear,Balanced,M,9719.870192307691,2012-07-06,credit_card,delivered,email_campaign,47380,East,,,,,,2012,7,4,29812.71,29812.71,29159.610576923074,653.0994230769247,0.0,0
95,604,2,6007.14,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-04,paypal,delivered,social_media,47946,East,,,,,,2012,7,2,12014.28,12014.28,8283.880481117028,3730.399518882972,0.0,0
96,671,7,11375.49,0.0,,,Streetwear,Everyday,XL,7866.463912105264,2012-07-04,credit_card,delivered,social_media,48302,East,,,,,,2012,7,2,79628.43,79628.43,55065.24738473685,24563.18261526314,0.0,0
97,671,3,11461.15,0.0,,,Streetwear,Everyday,XL,7866.463912105264,2012-07-05,cod,cancelled,referral,48322,East,,,,,,2012,7,3,34383.45,34383.45,23599.391736315793,10784.058263684205,0.0,0
99,2050,3,5881.22,0.0,,,Streetwear,Performance,L,5297.814876170984,2012-07-05,credit_card,cancelled,social_media,48334,East,,,,,,2012,7,3,17643.66,17643.66,15893.44462851295,1750.2153714870492,0.0,0
100,2204,3,1789.19,0.0,,,Outdoor,Activewear,S,1588.5002799230772,2012-07-04,credit_card,delivered,direct,48419,East,,,,,,2012,7,2,5367.57,5367.57,4765.500839769232,602.0691602307679,0.0,0
100,2205,2,1814.1,0.0,,,Outdoor,Activewear,M,1682.5457307692304,2012-07-04,credit_card,delivered,direct,48419,East,,,,,,2012,7,2,3628.2,3628.2,3365.091461538461,263.10853846153896,0.0,0
101,596,1,9908.35,0.0,,,Streetwear,Everyday,S,5842.05966371134,2012-07-04,credit_card,delivered,paid_search,48843,East,,,,,,2012,7,2,9908.35,9908.35,5842.05966371134,4066.29033628866,0.0,0
102,467,1,11012.4,0.0,,,Streetwear,Balanced,XL,6350.61716801092,2012-07-04,credit_card,returned,organic_search,48854,East,,,,,,2012,7,2,11012.4,11012.4,6350.61716801092,4661.78283198908,0.0,0
104,400,1,9634.98,0.0,,,Streetwear,Balanced,S,7227.252905183763,2012-07-05,paypal,delivered,organic_search,50616,Central,,,,,,2012,7,3,9634.98,9634.98,7227.252905183763,2407.727094816237,0.0,0
106,396,3,10870.75,0.0,,,Streetwear,Balanced,S,10091.01225565364,2012-07-06,credit_card,delivered,organic_search,51401,Central,,,,,,2012,7,4,32612.25,32612.25,30273.036766960922,2339.2132330390777,0.0,0
107,574,3,10954.01,0.0,,,Streetwear,Everyday,L,10134.58676494369,2012-07-05,credit_card,delivered,organic_search,51579,Central,,,,,,2012,7,3,32862.03,32862.03,30403.760294831067,2458.269705168932,0.0,0
108,635,7,10143.99,0.0,,,Streetwear,Everyday,XL,9205.430477941176,2012-07-05,bank_transfer,returned,organic_search,52409,Central,,,,,,2012,7,3,71007.93,71007.93,64438.01334558823,6569.916654411762,0.0,0
110,400,8,10199.36,0.0,,,Streetwear,Balanced,S,7227.252905183763,2012-07-06,credit_card,delivered,organic_search,52565,Central,,,,,,2012,7,4,81594.88,81594.88,57818.0232414701,23776.856758529902,0.0,0
116,604,8,6140.03,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-04,bank_transfer,delivered,organic_search,53207,Central,,,,,,2012,7,2,49120.24,49120.24,33135.521924468114,15984.718075531884,0.0,0
117,475,7,12301.56,0.0,,,Streetwear,Balanced,XL,10040.861016467206,2012-07-04,credit_card,delivered,paid_search,53221,Central,,,,,,2012,7,2,86110.92,86110.92,70286.02711527044,15824.892884729561,0.0,0
118,580,5,10020.97,0.0,,,Streetwear,Everyday,S,9406.47111235955,2012-07-04,bank_transfer,delivered,social_media,54547,Central,,,,,,2012,7,2,50104.85,50104.85,47032.35556179775,3072.4944382022513,0.0,0
120,499,3,11527.67,0.0,,,Streetwear,Balanced,XL,6445.037000892857,2012-07-04,apple_pay,delivered,organic_search,55330,Central,,,,,,2012,7,2,34583.01,34583.01,19335.11100267857,15247.898997321434,0.0,0
121,604,5,6340.91,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-04,credit_card,delivered,email_campaign,55917,Central,,,,,,2012,7,2,31704.55,31704.55,20709.70120279257,10994.848797207429,0.0,0
122,604,2,6233.16,0.0,,,Streetwear,Everyday,S,4141.940240558514,2012-07-04,credit_card,delivered,organic_search,56007,Central,,,,,,2012,7,2,12466.32,12466.32,8283.880481117028,4182.439518882971,0.0,0
124,1041,1,11891.69,0.0,,,Streetwear,Everyday,M,6095.835739528302,2012-07-06,bank_transfer,delivered,referral,56334,Central,,,,,,2012,7,4,11891.69,11891.69,6095.835739528302,5795.854260471699,0.0,0
125,1139,3,7646.94,0.0,,,Streetwear,Balanced,XL,6091.928140846154,2012-07-04,bank_transfer,delivered,paid_search,57401,Central,,,,,,2012,7,2,22940.82,22940.82,18275.78442253846,4665.035577461538,0.0,0
125,1215,7,4079.73,0.0,,,Streetwear,Everyday,XL,2641.63836248636,2012-07-04,bank_transfer,delivered,paid_search,57401,Central,,,,,,2012,7,2,28558.11,28558.11,18491.468537404522,10066.641462595479,0.0,0
126,445,8,10844.76,0.0,,,Streetwear,Balanced,M,7440.769443601352,2012-07-04,credit_card,delivered,organic_search,60061,Central,,,,,,2012,7,2,86758.08,86758.08,59526.15554881081,27231.92445118919,0.0,0
128,1173,7,6034.61,0.0,,,Streetwear,Performance,M,5634.350719721893,2012-07-04,credit_card,delivered,referral,60120,Central,,,,,,2012,7,2,42242.27,42242.27,39440.45503805325,2801.814961946744,0.0,0
130,596,1,9639.22,0.0,,,Streetwear,Everyday,S,5842.05966371134,2012-07-05,cod,cancelled,email_campaign,60177,Central,,,,,,2012,7,3,9639.22,9639.22,5842.05966371134,3797.160336288659,0.0,0
132,103,3,10169.15,0.0,,,Streetwear,Balanced,XL,7115.183364725037,2012-07-04,credit_card,returned,email_campaign,60506,Central,,,,,,2012,7,2,30507.449999999997,30507.449999999997,21345.55009417511,9161.899905824888,0.0,0
133,499,6,10637.7,0.0,,,Streetwear,Balanced,XL,6445.037000892857,2012-07-04,apple_pay,delivered,organic_search,61032,Central,,,,,,2012,7,2,63826.200000000004,63826.200000000004,38670.22200535714,25155.977994642868,0.0,0
135,1668,1,5282.86,0.0,,,Streetwear,Standard,S,2678.950638,2012-07-04,cod,returned,organic_search,61938,East,,,,,,2012,7,2,5282.86,5282.86,2678.950638,2603.909362,0.0,0
136,2054,7,7066.78,0.0,,,Streetwear,Performance,L,6718.021493857494,2012-07-04,cod,delivered,social_media,62035,Central,,,,,,2012,7,2,49467.46,49467.46,47026.150457002455,2441.3095429975438,0.0,0
137,2400,5,1117.1,0.0,,,GenZ,Trendy,S,1053.798008379888,2012-07-05,credit_card,cancelled,direct,62901,Central,,,,,,2012,7,3,5585.5,5585.5,5268.99004189944,316.50995810055974,0.0,0
138,1116,1,3162.53,0.0,,,Outdoor,Premium,S,1908.2116343894168,2012-07-04,credit_card,paid,organic_search,63031,Central,,,,,,2012,7,2,3162.53,3162.53,1908.2116343894168,1254.3183656105834,0.0,0
140,467,3,11300.0,0.0,,,Streetwear,Balanced,XL,6350.61716801092,2012-07-06,cod,delivered,email_campaign,64060,Central,,,,,,2012,7,4,33900.0,33900.0,19051.851504032762,14848.148495967238,0.0,0
141,606,3,4084.33,0.0,,,Streetwear,Everyday,L,3552.4566728647687,2012-07-04,credit_card,cancelled,referral,65109,Central,,,,,,2012,7,2,12252.99,12252.99,10657.370018594305,1595.6199814056945,0.0,0
144,396,7,11211.85,0.0,,,Streetwear,Balanced,S,10091.01225565364,2012-07-04,cod,returned,social_media,67156,Central,,,,,,2012,7,2,78482.95,78482.95,70637.08578957549,7845.864210424508,0.0,0
145,574,7,11282.44,0.0,,,Streetwear,Everyday,L,10134.58676494369,2012-07-06,credit_card,delivered,referral,71105,Central,,,,,,2012,7,4,78977.08,78977.08,70942.10735460583,8034.972645394169,0.0,0
146,2064,8,6470.64,0.0,,,Streetwear,Performance,S,5307.5396937806045,2012-07-04,apple_pay,returned,paid_search,71601,Central,,,,,,2012,7,2,51765.12,51765.12,42460.317550244836,9304.802449755167,0.0,0
147,1156,8,4111.93,0.0,,,Streetwear,Standard,S,2224.2741086511624,2012-07-04,credit_card,returned,email_campaign,72023,Central,,,,,,2012,7,2,32895.44,32895.44,17794.1928692093,15101.247130790704,0.0,0
149,635,8,10932.53,0.0,,,Streetwear,Everyday,XL,9205.430477941176,2012-07-05,credit_card,delivered,direct,73179,Central,,,,,,2012,7,3,87460.24,87460.24,73643.44382352941,13816.796176470598,0.0,0
152,1061,1,1777.33,0.0,,,Outdoor,Activewear,M,1624.2271396552335,2012-07-04,credit_card,delivered,organic_search,76008,Central,,,,,,2012,7,2,1777.33,1777.33,1624.2271396552335,153.10286034476644,0.0,0
153,1062,7,1782.35,0.0,,,Outdoor,Activewear,L,1710.470882022472,2012-07-05,cod,delivered,social_media,76008,Central,,,,,,2012,7,3,12476.449999999999,12476.449999999999,11973.296174157305,503.15382584269355,0.0,0
154,1120,6,2232.81,0.0,,,Outdoor,Premium,S,2045.792067416016,2012-07-05,apple_pay,delivered,paid_search,76513,Central,,,,,,2012,7,3,13396.86,13396.86,12274.752404496096,1122.107595503905,0.0,0
156,559,8,7562.17,0.0,,,Streetwear,Everyday,XL,6569.1141994737945,2012-07-04,apple_pay,delivered,organic_search,79121,Central,,,,,,2012,7,2,60497.36,60497.36,52552.913595790356,7944.446404209644,0.0,0
157,647,4,11048.86,0.0,,,Streetwear,Everyday,XL,6038.860545302861,2012-07-04,paypal,shipped,social_media,79255,Central,,,,,,2012,7,2,44195.44,44195.44,24155.442181211445,20039.997818788557,0.0,0
158,2353,8,5178.9,0.0,,,Streetwear,Everyday,M,4504.993067321285,2012-07-04,credit_card,delivered,paid_search,79423,Central,,,,,,2012,7,2,41431.2,41431.2,36039.94453857028,5391.255461429719,0.0,0
159,565,8,10432.67,0.0,,,Streetwear,Everyday,M,9051.699823187571,2012-07-04,credit_card,delivered,paid_search,80480,Central,,,,,,2012,7,2,83461.36,83461.36,72413.59858550057,11047.76141449943,0.0,0
