Date,Revenue,COGS
2023-04-04,3669819.03,2950715.32
2023-04-05,3927880.21,3312129.51
2023-04-06,3726475.95,3176643.29
2023-04-07,3289127.17,2765428.05
2023-04-08,3543240.0,2958485.2
2023-04-09,4414551.07,3580171.72
2023-04-10,5272063.78,4216202.86
2023-04-11,5521458.17,4369186.83
2023-04-12,5733269.28,4510457.81
2023-04-13,5675274.47,4398224.7
2023-04-14,5193652.23,3999679.78
2023-04-15,5210007.89,4043375.4
2023-04-16,5775309.47,4474609.59
2023-04-17,6307099.52,4862354.9
2023-04-18,6372792.02,4768029.4
2023-04-19,6885660.52,5249662.89
2023-04-20,6214165.19,4596719.06
2023-04-21,4829238.72,3542263.31
2023-04-22,5236217.87,3963955.11
2023-04-23,5953329.02,4589426.91
2023-04-24,6911847.4,5534219.55
2023-04-25,7305670.56,5621757.14
2023-04-26,7995660.3,6238610.05
2023-04-27,7806704.2,5864522.4
2023-04-28,6776868.74,5194481.74
2023-04-29,7629794.3,6256449.68
2023-04-30,8182137.56,7154637.73
2023-05-01,7692557.36,6932201.13
2023-05-02,6427347.43,5737247.03
2023-05-03,6452212.75,5945350.73
2023-05-04,3500404.29,3465400.2471
2023-05-05,3203411.79,3134101.83
2023-05-06,3088109.56,2806423.55
2023-05-07,3613741.34,3283399.9
2023-05-08,3650261.38,3201106.76
2023-05-09,4071832.95,3469462.06
2023-05-10,4842755.58,4123596.85
2023-05-11,4742670.58,4095114.73
2023-05-12,4492290.71,3817304.74
2023-05-13,4337805.88,3632658.13
2023-05-14,4747087.94,4062992.46
2023-05-15,5034678.9,4298977.82
2023-05-16,5175710.1,4425733.93
2023-05-17,5466905.75,4751544.75
2023-05-18,5376030.16,4719170.7
2023-05-19,4935936.78,4164224.44
2023-05-20,4008612.98,3372430.64
2023-05-21,4490154.59,3800305.13
2023-05-22,5165793.09,4474463.38
2023-05-23,5409453.89,4647965.9
2023-05-24,6025305.32,5270498.7
2023-05-25,6041481.66,5483130.36
2023-05-26,5459325.51,4934212.06
2023-05-27,4740136.19,4057185.54
2023-05-28,5311139.82,4590239.45
2023-05-29,6491534.69,5968472.6
2023-05-30,8273737.18,7837718.82
2023-05-31,8839480.31,8210323.09
2023-06-01,7932469.85,7723661.48
2023-06-02,6331050.93,6226947.24
2023-06-03,4738099.36,4542373.04
2023-06-04,3166418.62,3134754.4338
2023-06-05,2960490.08,2930885.1792
2023-06-06,3086954.91,3056085.3609
2023-06-07,3476193.98,3403112.2
2023-06-08,3497801.88,3353944.85
2023-06-09,3161832.1,3061643.98
2023-06-10,3456062.78,3421502.1522
2023-06-11,3785819.76,3747961.5623999997
2023-06-12,3918106.18,3878925.1182
2023-06-13,4091226.42,4050314.1558
2023-06-14,4489753.68,4444856.1432
2023-06-15,4493540.33,4232490.2
2023-06-16,4173059.1,3812080.0
2023-06-17,4201083.53,3974037.16
2023-06-18,4359489.87,4162404.2
2023-06-19,4369394.69,4147308.43
2023-06-20,4320661.1,4030589.22
2023-06-21,4848818.46,4696246.43
2023-06-22,4658571.27,4354727.74
2023-06-23,3992256.58,3651798.73
2023-06-24,4309386.27,3942423.14
2023-06-25,4696338.2,4283761.53
2023-06-26,4846751.5,4354117.66
2023-06-27,5194320.48,4954272.16
2023-06-28,6654468.92,6587924.2308
2023-06-29,6783536.33,6715700.9667
2023-06-30,5208533.24,5156447.9076000005
2023-07-01,5014878.92,4964730.130799999
2023-07-02,4433956.47,4389616.9053
2023-07-03,3782142.76,3698469.31
2023-07-04,2556730.56,2531163.2544
2023-07-05,2446264.78,2421802.1322
2023-07-06,2576326.41,2437324.38
2023-07-07,2626088.26,2458301.46
2023-07-08,2721928.37,2603033.96
2023-07-09,3013809.69,2893002.97
2023-07-10,3226244.96,3045655.89
2023-07-11,3576929.57,3472606.91
2023-07-12,3721171.0,3683959.29
2023-07-13,3645519.02,3484739.91
2023-07-14,3467870.61,3270864.43
2023-07-15,3559475.37,3373434.01
2023-07-16,3756623.74,3484749.2
2023-07-17,3964585.03,3648204.39
2023-07-18,3976082.99,3764088.02
2023-07-19,4025936.95,3710752.99
2023-07-20,3791125.56,3459669.29
2023-07-21,3636533.98,3241926.02
2023-07-22,3439527.93,3018779.59
2023-07-23,4126478.5,3654307.53
2023-07-24,4276521.23,3904265.69
2023-07-25,4033830.16,3916275.55
2023-07-26,4291429.35,4084622.66
2023-07-27,4337486.78,4123348.09
2023-07-28,4957480.86,4583723.83
2023-07-29,4598602.35,4321978.92
2023-07-30,5007192.67,4950400.84
2023-07-31,5729788.97,5489760.61
2023-08-01,4857824.18,4621364.31
2023-08-02,4140434.76,4099030.4124
2023-08-03,3518569.57,3483383.8743
2023-08-04,3203333.57,3171300.2342999997
2023-08-05,2441371.19,2416957.4781
2023-08-06,2632222.29,2538097.61
2023-08-07,2839144.72,2659260.22
2023-08-08,3169020.3,3137330.0969999996
2023-08-09,3041292.35,3010879.4265
2023-08-10,3033866.1,3003527.4390000002
2023-08-11,3170823.38,3139115.1462
2023-08-12,2787307.07,2759433.9993
2023-08-13,2822120.76,2793899.5524
2023-08-14,3060918.23,3030309.0477
2023-08-15,3591876.28,3555957.5171999997
2023-08-16,3527985.42,3492705.5658
2023-08-17,3411554.35,3377438.8065
2023-08-18,3279062.58,3246271.9542
2023-08-19,2607431.2,2581356.8880000003
2023-08-20,2649027.35,2622537.0765
2023-08-21,2815092.12,2786941.1988
2023-08-22,3344742.93,3311295.5007
2023-08-23,3163739.09,3132101.6991
2023-08-24,3230534.8,3198229.4519999996
2023-08-25,3377882.05,3344103.2295
2023-08-26,3461734.12,3427116.7788
2023-08-27,3273697.4,3240960.426
2023-08-28,4897844.94,4848866.4906
2023-08-29,6341267.32,6277854.6468
2023-08-30,6186181.89,6124320.071099999
2023-08-31,5750842.35,5693333.926499999
2023-09-01,4335868.43,4292509.7457
2023-09-02,2378104.83,2354323.7817
2023-09-03,1826091.02,1807830.1098
2023-09-04,1947358.27,1927884.6873
2023-09-05,2421932.78,2296244.15
2023-09-06,2459581.89,2330665.95
2023-09-07,2490442.88,2246960.26
2023-09-08,2749903.38,2606383.44
2023-09-09,2557734.88,2499641.82
2023-09-10,2678801.96,2616939.48
2023-09-11,3169071.47,3000166.48
2023-09-12,3425306.95,3184863.28
2023-09-13,3335453.83,3087604.67
2023-09-14,3056469.51,2823249.34
2023-09-15,3184152.68,2983438.42
2023-09-16,2732232.62,2685030.89
2023-09-17,2602385.43,2576361.5757
2023-09-18,2675021.85,2648271.6315
2023-09-19,2958383.47,2928799.6353
2023-09-20,2814846.19,2786697.7281
2023-09-21,2701774.95,2674757.2005000003
2023-09-22,2865371.39,2836717.6761000003
2023-09-23,2733024.78,2705694.5322
2023-09-24,2991733.74,2961816.4026
2023-09-25,3327442.96,3255296.67
2023-09-26,4259789.45,3975848.41
2023-09-27,4422756.87,4009056.57
2023-09-28,4567224.45,4295973.48
2023-09-29,4427378.0,4383104.22
2023-09-30,3533904.37,3498565.3263000003
2023-10-01,2984384.25,2876302.08
2023-10-02,2319233.84,2128145.36
2023-10-03,2175600.47,2028821.4
2023-10-04,2331082.45,2122015.7
2023-10-05,2119589.65,1875176.52
2023-10-06,2203141.21,1946853.12
2023-10-07,2250658.38,1922714.87
2023-10-08,2644270.98,2337319.66
2023-10-09,2693475.63,2513235.45
2023-10-10,2725675.68,2600860.29
2023-10-11,2760273.31,2645899.94
2023-10-12,2601191.28,2504775.34
2023-10-13,2555144.04,2483534.41
2023-10-14,2608201.18,2488561.38
2023-10-15,2745256.67,2640013.2
2023-10-16,2732975.4,2705645.6459999997
2023-10-17,2755553.98,2727998.4402
2023-10-18,2826746.13,2798478.6687
2023-10-19,2493444.23,2468509.7876999998
2023-10-20,2384858.47,2361009.8853
2023-10-21,2423951.06,2399711.5494
2023-10-22,2617698.87,2591521.8813
2023-10-23,2705497.63,2678442.6536999997
2023-10-24,2884343.98,2855500.5402
2023-10-25,3132792.77,3101464.8423
2023-10-26,2949380.96,2919887.1504
2023-10-27,3032989.33,3002659.4367
2023-10-28,3973366.36,3933632.6964
2023-10-29,4430273.9,4229002.96
2023-10-30,4440175.71,4049549.01
2023-10-31,4821038.3,4576589.19
2023-11-01,3783025.65,3516694.79
2023-11-02,2364031.01,2340390.6999
2023-11-03,1798998.04,1781008.0596
2023-11-04,1694372.97,1595266.28
2023-11-05,2137942.41,1816251.55
2023-11-06,2439547.38,2062705.13
2023-11-07,2725331.23,2236304.51
2023-11-08,2800590.58,2280589.32
2023-11-09,2529284.1,2089076.24
2023-11-10,2392278.42,2050620.41
2023-11-11,2376720.37,2057146.63
2023-11-12,2515874.86,2185161.95
2023-11-13,3015997.13,2630674.3
2023-11-14,3164309.61,2694575.99
2023-11-15,2980497.1,2585609.89
2023-11-16,2567081.98,2360072.74
2023-11-17,2173289.62,2062517.06
2023-11-18,2067484.42,1985234.14
2023-11-19,2298960.38,2198975.36
2023-11-20,2555253.93,2359745.08
2023-11-21,2580821.57,2533125.26
2023-11-22,2440400.75,2415996.7425
2023-11-23,2268523.59,2245838.3540999996
2023-11-24,2198644.5,2176658.055
2023-11-25,2367378.68,2343704.8932000003
2023-11-26,2715048.94,2687898.4506
2023-11-27,3359341.99,3325748.5701
2023-11-28,3771673.91,3680467.98
2023-11-29,3945523.85,3602199.54
2023-11-30,3312321.58,3212214.66
2023-12-01,2468123.46,2443442.2254
2023-12-02,1753231.6,1735699.284
2023-12-03,1621982.7,1507370.37
2023-12-04,1675261.42,1474658.44
2023-12-05,2000998.08,1725341.16
2023-12-06,2193962.9,1838171.69
2023-12-07,1916170.37,1586618.48
2023-12-08,1817621.79,1537215.28
2023-12-09,2025246.12,1711710.06
2023-12-10,2331495.27,1946530.09
2023-12-11,2557071.83,2124068.63
2023-12-12,2824958.56,2295642.82
2023-12-13,2950633.42,2351640.02
2023-12-14,2821785.46,2260827.91
2023-12-15,2515204.71,1983849.87
2023-12-16,2537692.98,2004627.39
2023-12-17,2657462.09,2200667.82
2023-12-18,3001161.92,2507747.98
2023-12-19,3196978.51,2588020.33
2023-12-20,3255703.1,2564075.95
2023-12-21,3069399.94,2407100.4
2023-12-22,2937055.81,2286936.24
2023-12-23,2969141.84,2250183.84
2023-12-24,3143096.76,2371072.65
2023-12-25,3384551.99,2539969.4
2023-12-26,3751465.62,2913860.5
2023-12-27,3879552.65,3030434.56
2023-12-28,4939564.55,4028152.84
2023-12-29,4770436.12,4053873.26
2023-12-30,4688602.21,4025527.5
2023-12-31,4711061.74,3913280.12
2024-01-01,3890504.36,2996154.02
2024-01-02,3179638.83,2214248.26
2024-01-03,2686591.14,1797387.36
2024-01-04,2327896.38,1557238.56
2024-01-05,2160440.94,1541533.8
2024-01-06,2146512.09,1606682.59
2024-01-07,2352474.92,1776153.04
2024-01-08,2608294.55,1995495.06
2024-01-09,2868652.86,2183866.78
2024-01-10,3066764.55,2202483.81
2024-01-11,3003146.5,2147394.16
2024-01-12,2871159.75,2089179.47
2024-01-13,2832092.47,2036594.02
2024-01-14,2990581.63,2215961.71
2024-01-15,3280181.4,2455833.83
2024-01-16,3592083.73,2590629.64
2024-01-17,3474068.86,2471444.14
2024-01-18,3297021.05,2347089.26
2024-01-19,3127571.11,2237829.81
2024-01-20,3081500.03,2217664.33
2024-01-21,3350191.37,2386910.71
2024-01-22,3634587.62,2620757.85
2024-01-23,3877176.4,2837380.83
2024-01-24,3904951.08,2812575.13
2024-01-25,3863813.52,2839755.72
2024-01-26,3818889.08,2844390.15
2024-01-27,3936766.19,2933389.13
2024-01-28,4883685.66,3585702.27
2024-01-29,5481284.64,3912718.7
2024-01-30,5910119.71,4205787.53
2024-01-31,5834502.12,4163368.95
2024-02-01,4727994.42,3447413.46
2024-02-02,3465885.52,2459862.01
2024-02-03,3051791.74,2097791.75
2024-02-04,2981369.27,1994557.43
2024-02-05,3213462.24,2155640.38
2024-02-06,3487663.67,2379334.49
2024-02-07,3630857.01,2525358.82
2024-02-08,3590640.31,2532574.2
2024-02-09,3596992.04,2541574.39
2024-02-10,3643477.04,2581893.84
2024-02-11,3947474.07,2771097.85
2024-02-12,4406672.35,3091408.69
2024-02-13,4815271.98,3394343.15
2024-02-14,4954321.88,3516353.48
2024-02-15,4721246.76,3322162.64
2024-02-16,4405887.28,3120521.98
2024-02-17,4405548.23,3157496.69
2024-02-18,4670732.6,3426993.75
2024-02-19,5085178.1,3756050.97
2024-02-20,5458088.8,4079758.96
2024-02-21,5563093.17,4216765.76
2024-02-22,5173909.32,3861982.84
2024-02-23,4934602.34,3660109.57
2024-02-24,5123956.2,3813904.95
2024-02-25,5836915.53,4403570.57
2024-02-26,6647602.55,5031466.35
2024-02-27,7179017.08,5480446.54
2024-02-28,7653565.33,5892518.48
2024-02-29,6981474.15,5141929.98
2024-03-01,5646004.08,4211964.88
2024-03-02,3850965.47,2986812.13
2024-03-03,3500020.46,2669454.49
2024-03-04,3830594.57,2831676.62
2024-03-05,4395652.42,3202743.68
2024-03-06,5063463.83,3781126.34
2024-03-07,5186085.8,3948122.46
2024-03-08,4877606.7,3858525.58
2024-03-09,4648916.26,3682860.41
2024-03-10,4771939.24,3777578.93
2024-03-11,5238407.62,4067219.59
2024-03-12,5766289.62,4566135.47
2024-03-13,6383447.76,5172460.06
2024-03-14,5920590.38,4725945.26
2024-03-15,5455183.03,4332493.87
2024-03-16,5254060.01,3937361.48
2024-03-17,5460261.2,4153766.8
2024-03-18,6005863.84,4547526.79
2024-03-19,6664242.46,5317792.44
2024-03-20,7465573.2,5855897.55
2024-03-21,7508044.68,5783485.99
2024-03-22,6801559.08,5334933.76
2024-03-23,5997025.3,4593508.22
2024-03-24,6105440.32,4876547.19
2024-03-25,6708002.97,5487263.75
2024-03-26,7580317.26,6398122.91
2024-03-27,8536492.39,7636201.78
2024-03-28,8767593.95,7497231.55
2024-03-29,10480708.62,8920134.64
2024-03-30,10295906.5,9162782.09
2024-03-31,9565865.21,8273870.62
2024-04-01,9701464.0,8525396.65
2024-04-02,8642749.97,7870674.29
2024-04-03,5892667.7,4941493.2
2024-04-04,4327069.12,3631076.37
2024-04-05,4265865.27,3314650.19
2024-04-06,4487024.22,3409779.39
2024-04-07,4958685.76,3660714.83
2024-04-08,5783639.48,4301472.15
2024-04-09,6620845.11,4908103.27
2024-04-10,7044392.54,5187739.4
2024-04-11,6537549.84,4683908.35
2024-04-12,6004499.09,4386464.48
2024-04-13,6171972.49,4532319.91
2024-04-14,6745161.58,4937170.09
2024-04-15,7345882.01,5442380.92
2024-04-16,8105672.38,6069350.42
2024-04-17,7967186.17,6093741.01
2024-04-18,7643756.0,5667537.29
2024-04-19,6667404.47,4830445.33
2024-04-20,6568875.7,4659118.28
2024-04-21,7228799.48,5268498.83
2024-04-22,7671134.62,5870401.73
2024-04-23,8812350.96,6915207.16
2024-04-24,9160803.21,7188449.03
2024-04-25,8719751.72,6638986.18
2024-04-26,8015483.65,6141495.52
2024-04-27,8454216.45,6412748.23
2024-04-28,9710258.68,7867366.52
2024-04-29,10085239.99,8276235.94
2024-04-30,10745342.71,9012036.06
2024-05-01,10017845.51,9064347.44
2024-05-02,7968182.83,7422660.12
2024-05-03,4842344.06,4118129.34
2024-05-04,4045234.53,3593155.88
2024-05-05,4172412.69,3666523.43
2024-05-06,4801676.4,4082226.32
2024-05-07,5314421.75,4320341.22
2024-05-08,5814066.13,4669485.45
2024-05-09,5811036.92,4787269.08
2024-05-10,5290452.94,4361723.11
2024-05-11,5244461.03,4199007.25
2024-05-12,5594712.55,4569576.17
2024-05-13,6227088.16,5062712.81
2024-05-14,6876299.57,5602906.07
2024-05-15,7478800.45,5862381.14
2024-05-16,7200181.36,5432937.07
2024-05-17,6159687.19,4618373.95
2024-05-18,5732907.12,4271078.43
2024-05-19,5993503.19,4479286.28
2024-05-20,7149818.43,5281145.17
2024-05-21,7568254.23,5848723.33
2024-05-22,8018297.48,6294594.97
2024-05-23,8034477.82,6215708.66
2024-05-24,7199306.27,5593031.2
2024-05-25,6649619.12,5022196.8
2024-05-26,7073091.2,5295956.35
2024-05-27,8304544.24,6446465.76
2024-05-28,10095143.29,8344298.97
2024-05-29,11222012.29,9840029.94
2024-05-30,11214674.97,9531910.63
2024-05-31,10716284.93,8816148.16
2024-06-01,9610014.57,7548253.1
2024-06-02,6692214.8,5534108.64
2024-06-03,5569668.57,4275001.27
2024-06-04,4230560.61,3923246.14
2024-06-05,4186922.89,4118215.0
2024-06-06,4207965.51,3910016.5
2024-06-07,4169633.36,3573125.14
2024-06-08,4395966.58,3758150.66
2024-06-09,5041619.53,4340702.45
2024-06-10,5588617.63,4826767.15
2024-06-11,5732298.62,5209055.18
2024-06-12,5745154.86,5338429.01
2024-06-13,5169947.73,5075468.43
2024-06-14,4988739.8,4485604.7
2024-06-15,5180891.2,4466849.71
2024-06-16,5829283.97,4932286.52
2024-06-17,6281762.37,5365303.63
2024-06-18,6452559.44,5410998.77
2024-06-19,6927330.56,5567507.49
2024-06-20,6174472.3,5132513.19
2024-06-21,5407996.59,4609788.25
2024-06-22,5405964.85,4502213.01
2024-06-23,6066004.52,4916521.37
2024-06-24,7021986.67,5666783.88
2024-06-25,7466853.19,5904711.28
2024-06-26,8045132.45,6583055.7
2024-06-27,8477849.33,6860809.36
2024-06-28,8427073.52,6954515.72
2024-06-29,8091504.27,6569227.17
2024-06-30,8260815.73,6774618.6
2024-07-01,7967660.75,6609361.95
