Date,Revenue,COGS
2023-04-07,2687408.76,2496721.78
2023-04-08,2981022.25,2774066.11
2023-04-09,3049614.17,2773950.71
2023-04-10,3380000.83,3036492.34
2023-04-11,3426591.54,3195139.97
2023-04-12,4040973.54,3809172.98
2023-04-13,4103649.43,3777221.09
2023-04-14,4123912.5,3849108.02
2023-04-15,4238783.65,3854431.52
2023-04-16,4057788.71,3681145.16
2023-04-17,4212141.33,3741874.74
2023-04-18,4770674.51,4034025.78
2023-04-19,4695941.69,4103226.11
2023-04-20,4236678.92,3567632.08
2023-04-21,3894565.15,3261992.02
2023-04-22,4348591.97,3644721.71
2023-04-23,4002996.28,3309956.27
2023-04-24,4662329.35,3886727.84
2023-04-25,4928498.47,4071287.81
2023-04-26,5689462.46,4730907.5
2023-04-27,5197819.23,4342615.99
2023-04-28,5157662.51,4173472.89
2023-04-29,6788598.85,5618156.07
2023-04-30,6378376.28,5439528.49
2023-05-01,6033447.07,5150151.07
2023-05-02,5297834.99,4447655.49
2023-05-03,3911205.9,3255139.3
2023-05-04,2243167.59,1887088.11
2023-05-05,2507594.46,2062276.65
2023-05-06,2630353.25,2166367.25
2023-05-07,3182781.79,2685705.84
2023-05-08,2798234.63,2350274.2
2023-05-09,3311087.56,2813718.68
2023-05-10,3628909.35,2990144.88
2023-05-11,3881039.9,3284137.95
2023-05-12,3780078.23,3153613.86
2023-05-13,3928090.21,3348909.95
2023-05-14,4375685.09,3675414.2
2023-05-15,4447422.94,3731566.5
2023-05-16,4464032.5,3714504.05
2023-05-17,5143973.13,4313190.18
2023-05-18,4644998.21,3894973.97
2023-05-19,4401152.27,3649354.07
2023-05-20,3558233.69,2968939.55
2023-05-21,4518353.58,3711658.96
2023-05-22,4277987.41,3593010.64
2023-05-23,4273837.85,3550649.16
2023-05-24,5001070.86,4135927.54
2023-05-25,4944580.87,4169123.9
2023-05-26,4451171.86,3747534.78
2023-05-27,4572642.43,3859100.86
2023-05-28,4467174.76,3718700.49
2023-05-29,5759885.28,4854074.54
2023-05-30,7655870.51,6446206.89
2023-05-31,8674415.55,7240738.89
2023-06-01,7765259.38,6564536.32
2023-06-02,6765479.56,5625685.32
2023-06-03,5235055.91,4377015.43
2023-06-04,2559070.79,2160890.78
2023-06-05,2947483.75,2413143.01
2023-06-06,3324347.97,2772659.22
2023-06-07,3574942.83,3035401.98
2023-06-08,3486204.33,2908859.5
2023-06-09,3174047.07,2648953.5
2023-06-10,3582957.69,2992539.63
2023-06-11,3778665.95,3165255.25
2023-06-12,4448880.47,3725408.44
2023-06-13,4712598.25,4004283.59
2023-06-14,5028150.63,4155364.48
2023-06-15,4771357.62,3979146.8
2023-06-16,4378989.08,3626070.68
2023-06-17,4830176.52,4037060.48
2023-06-18,4561835.03,3782766.12
2023-06-19,3972114.03,3381156.9
2023-06-20,4114097.98,3423712.0
2023-06-21,4789203.25,4022603.81
2023-06-22,3953200.32,3296882.89
2023-06-23,3864755.18,3279699.99
2023-06-24,4061178.98,3626238.28
2023-06-25,3452772.24,3047323.59
2023-06-26,3648490.91,3355501.11
2023-06-27,4752237.09,4529274.17
2023-06-28,5676247.18,5415913.76
2023-06-29,5848642.22,5694506.68
2023-06-30,4805095.03,4688303.13
2023-07-01,4570306.67,4464998.42
2023-07-02,4205522.38,4121411.94
2023-07-03,3297121.55,3231179.12
2023-07-04,1319092.78,1229474.38
2023-07-05,1584467.66,1552778.31
2023-07-06,1544191.0,1513307.18
2023-07-07,1726766.21,1692230.89
2023-07-08,2076744.17,2035209.29
2023-07-09,2406800.22,2358664.21
2023-07-10,2959564.63,2900373.33
2023-07-11,2909633.22,2851440.56
2023-07-12,3097649.48,3035696.49
2023-07-13,3232100.25,3167458.24
2023-07-14,3166273.98,3088171.99
2023-07-15,3101751.42,3039716.39
2023-07-16,3239586.96,3174795.22
2023-07-17,3538063.01,3467301.75
2023-07-18,3651268.49,3578243.12
2023-07-19,3369865.72,3286172.57
2023-07-20,3799403.04,3594401.25
2023-07-21,3097995.22,2875680.59
2023-07-22,3125932.5,2878027.65
2023-07-23,3578948.38,3254708.43
2023-07-24,3325431.86,2970392.97
2023-07-25,2859373.19,2557138.31
2023-07-26,3625329.52,3104877.02
2023-07-27,4288927.3,3716639.78
2023-07-28,3699091.8,3131894.39
2023-07-29,3566843.12,3058758.79
2023-07-30,3783354.11,3517337.68
2023-07-31,4509761.61,4236398.1
2023-08-01,3815556.23,3601453.36
2023-08-02,4042048.16,3838869.63
2023-08-03,2852194.08,2728760.4
2023-08-04,1649214.56,1576113.07
2023-08-05,1499892.58,1446874.09
2023-08-06,1681508.66,1629333.98
2023-08-07,1978280.74,1919892.75
2023-08-08,1850064.51,1799524.13
2023-08-09,1650278.58,1606042.44
2023-08-10,1975005.85,1934574.24
2023-08-11,1938113.44,1899351.17
2023-08-12,1803371.64,1767304.2
2023-08-13,2293361.72,2247494.48
2023-08-14,2522976.15,2472516.63
2023-08-15,2280139.5,2234536.71
2023-08-16,2249688.59,2204694.82
2023-08-17,2388932.23,2341153.59
2023-08-18,2120930.63,2078512.02
2023-08-19,1865754.83,1828439.73
2023-08-20,2213295.92,2169030.0
2023-08-21,2317709.62,2271355.43
2023-08-22,2382475.1,2334825.59
2023-08-23,1946954.66,1908015.56
2023-08-24,2200928.38,2156909.82
2023-08-25,2078640.23,2037067.42
2023-08-26,1991486.34,1951656.61
2023-08-27,2167619.71,2124267.32
2023-08-28,3674119.14,3600636.75
2023-08-29,4294197.97,4208314.01
2023-08-30,4639587.98,4546796.22
2023-08-31,4698913.3,4604935.04
2023-09-01,3573933.23,3502454.57
2023-09-02,2322798.39,2276342.42
2023-09-03,1176292.89,1139170.85
2023-09-04,1662271.18,1594949.12
2023-09-05,1736712.38,1701978.13
2023-09-06,2131086.5,2032300.96
2023-09-07,1902032.1,1777427.03
2023-09-08,2048555.8,1957678.34
2023-09-09,1787362.25,1733717.36
2023-09-10,1987028.51,1882970.28
2023-09-11,2621012.97,2519394.21
2023-09-12,2270646.69,2143287.52
2023-09-13,2070717.73,1958886.87
2023-09-14,2201325.05,2101758.88
2023-09-15,2271967.47,2150600.67
2023-09-16,1805329.85,1689715.75
2023-09-17,2071746.26,1971042.74
2023-09-18,2361035.13,2248037.86
2023-09-19,2307522.86,2181354.55
2023-09-20,2175189.5,2068041.34
2023-09-21,2144796.8,1993716.26
2023-09-22,2183247.57,2058709.66
2023-09-23,2001180.93,1874606.09
2023-09-24,2140511.04,1990903.84
2023-09-25,2609517.31,2475823.32
2023-09-26,3089760.5,2909354.05
2023-09-27,2971637.62,2832443.45
2023-09-28,3639228.13,3413542.62
2023-09-29,3347020.51,3092059.57
2023-09-30,2821461.63,2614092.46
2023-10-01,2288272.29,2125001.54
2023-10-02,1791685.5,1632493.28
2023-10-03,1323424.88,1181954.47
2023-10-04,1415310.68,1227690.97
2023-10-05,1686667.49,1487320.92
2023-10-06,1579895.11,1352394.41
2023-10-07,1656861.66,1419380.18
2023-10-08,1802572.05,1544712.03
2023-10-09,2085204.6,1760913.02
2023-10-10,2065272.32,1768273.16
2023-10-11,1868598.73,1570127.46
2023-10-12,1849665.37,1598019.29
2023-10-13,1796346.32,1543199.6
2023-10-14,1962838.65,1647342.63
2023-10-15,1918783.52,1682012.58
2023-10-16,2268393.17,1943277.59
2023-10-17,2302954.32,1996241.4
2023-10-18,2218894.17,1913884.98
2023-10-19,1980749.5,1667498.3
2023-10-20,2314870.83,1963014.96
2023-10-21,2190278.97,1874221.0
2023-10-22,2332256.85,1974124.11
2023-10-23,2328188.03,1982418.24
2023-10-24,2486179.19,2159521.86
2023-10-25,2234932.11,1888756.5
2023-10-26,2145287.07,1825892.98
2023-10-27,2567544.34,2209903.73
2023-10-28,3071866.44,2611979.26
2023-10-29,3212840.3,2735389.6
2023-10-30,3636843.46,3178705.62
2023-10-31,3764269.95,3253751.21
2023-11-01,2713252.72,2313364.55
2023-11-02,1944757.2,1666279.65
2023-11-03,1105188.41,951103.31
2023-11-04,1260407.73,1090869.76
2023-11-05,1261728.31,1102955.75
2023-11-06,1753517.41,1488728.12
2023-11-07,1674652.98,1434080.96
2023-11-08,1594654.32,1357312.6
2023-11-09,1757385.2,1531866.59
2023-11-10,1481731.73,1295048.52
2023-11-11,1597054.06,1345791.52
2023-11-12,1935096.74,1653033.44
2023-11-13,1825244.65,1572355.66
2023-11-14,1859986.05,1640315.83
2023-11-15,1539353.54,1308433.15
2023-11-16,1671398.23,1428283.4
2023-11-17,1500957.67,1334170.11
2023-11-18,1498120.58,1320648.77
2023-11-19,1466707.55,1307378.95
2023-11-20,1569320.47,1484818.04
2023-11-21,1655994.83,1594665.28
2023-11-22,1629846.21,1580578.88
2023-11-23,1232304.25,1205302.51
2023-11-24,1346322.44,1319395.99
2023-11-25,1341258.54,1314433.37
2023-11-26,1701091.71,1667069.87
2023-11-27,1890841.94,1853025.11
2023-11-28,2219567.51,2175176.16
2023-11-29,2068011.8,2026651.56
2023-11-30,2096253.68,2054328.61
2023-12-01,1553700.48,1522626.48
2023-12-02,1294575.57,1268684.06
2023-12-03,815782.18,799466.54
2023-12-04,939929.35,921130.76
2023-12-05,1132470.65,1109821.24
2023-12-06,1242290.65,1217444.84
2023-12-07,1142325.47,1119478.96
2023-12-08,1082335.68,1060688.97
2023-12-09,1264170.87,1238887.45
2023-12-10,1300633.07,1274620.41
2023-12-11,1611746.01,1579511.08
2023-12-12,1734004.68,1699324.59
2023-12-13,1577546.7,1545995.76
2023-12-14,1647940.06,1614981.26
2023-12-15,1584910.21,1553212.0
2023-12-16,1547895.27,1516937.36
2023-12-17,1781214.59,1745590.3
2023-12-18,1909702.56,1871508.51
2023-12-19,2204186.71,2160102.97
2023-12-20,1877781.13,1840225.5
2023-12-21,1729901.83,1695303.8
2023-12-22,1636947.91,1604208.95
2023-12-23,1569594.24,1538202.36
2023-12-24,1568394.34,1537026.45
2023-12-25,1618994.37,1586614.48
2023-12-26,1767365.24,1732017.93
2023-12-27,2070668.4,2029255.03
2023-12-28,2658935.64,2605756.93
2023-12-29,3015087.85,2954786.09
2023-12-30,2902973.98,2844914.5
2023-12-31,2759965.75,2704766.44
2024-01-01,2516118.64,2465796.27
2024-01-02,2114145.48,2071862.57
2024-01-03,1146143.0,1055866.25
2024-01-04,1096272.18,989738.98
2024-01-05,982503.1,880284.5
2024-01-06,1134815.96,1005985.49
2024-01-07,1344210.26,1202107.13
2024-01-08,1826020.07,1600980.73
2024-01-09,1911200.92,1703227.99
2024-01-10,1832672.87,1586663.09
2024-01-11,1657148.1,1408937.48
2024-01-12,1668453.1,1445857.38
2024-01-13,1606732.68,1354420.54
2024-01-14,1851142.6,1589653.87
2024-01-15,1927438.74,1675246.6
2024-01-16,2072251.31,1799172.72
2024-01-17,1936588.85,1638028.51
2024-01-18,1778759.79,1541872.62
2024-01-19,1669884.98,1445401.04
2024-01-20,1488387.44,1266956.16
2024-01-21,1768881.95,1460731.63
2024-01-22,1954142.32,1667758.56
2024-01-23,2033366.85,1749791.7
2024-01-24,1893159.58,1617546.06
2024-01-25,1997790.19,1661082.78
2024-01-26,2049799.36,1745098.96
2024-01-27,2268856.8,1891456.08
2024-01-28,3006791.49,2541368.76
2024-01-29,3137044.14,2672708.97
2024-01-30,3140280.23,2681463.05
2024-01-31,2795474.91,2378423.26
2024-02-01,2331598.04,2000821.51
2024-02-02,2117225.87,1770252.73
2024-02-03,1098198.42,959340.56
2024-02-04,1181814.88,1012352.91
2024-02-05,1429057.69,1211715.1
2024-02-06,1558057.81,1299442.73
2024-02-07,1576001.72,1360501.01
2024-02-08,1862261.75,1568239.0
2024-02-09,1771220.46,1512453.31
2024-02-10,1864695.93,1594916.78
2024-02-11,2126733.97,1766423.63
2024-02-12,2231162.33,1887610.91
2024-02-13,2634932.09,2256679.39
2024-02-14,2604376.92,2247823.0
2024-02-15,2514814.4,2088203.19
2024-02-16,2315555.17,1958822.41
2024-02-17,2469577.08,2076562.79
2024-02-18,2892098.06,2491822.1
2024-02-19,3086845.92,2616992.14
2024-02-20,3236992.99,2798098.83
2024-02-21,3194752.34,2703913.9
2024-02-22,3201122.02,2774609.73
2024-02-23,3050796.22,2640179.58
2024-02-24,2989698.7,2602994.26
2024-02-25,3467354.54,2995067.01
2024-02-26,4186024.27,3495625.01
2024-02-27,4748757.41,4200467.17
2024-02-28,4454330.61,3836374.6
2024-02-29,3607137.16,3129865.54
2024-03-01,2479562.43,2174182.49
2024-03-02,1612759.01,1406661.65
2024-03-03,1338225.95,1129265.0
2024-03-04,1844639.59,1626652.29
2024-03-05,2189674.49,1829422.41
2024-03-06,2740382.11,2378750.78
2024-03-07,2710424.59,2358979.71
2024-03-08,2322980.27,1977078.17
2024-03-09,2352841.2,2012472.09
2024-03-10,2997197.41,2565862.86
2024-03-11,3363175.63,2970097.42
2024-03-12,3770085.85,3257500.27
2024-03-13,4116487.52,3564533.03
2024-03-14,4325556.9,3776250.69
2024-03-15,3778383.87,3277329.15
2024-03-16,3969075.67,3465461.36
2024-03-17,3943488.66,3394741.13
2024-03-18,4431458.99,3836040.01
2024-03-19,4480208.18,4028330.39
2024-03-20,4537092.83,4186323.05
2024-03-21,4414119.82,4130150.56
2024-03-22,4235865.35,3952397.33
2024-03-23,4226584.11,3996871.8
2024-03-24,4064026.74,3939263.35
2024-03-25,4425566.88,4209507.22
2024-03-26,4969677.71,4742235.88
2024-03-27,5190546.65,5036221.32
2024-03-28,5341042.03,5175047.74
2024-03-29,6089217.18,5898315.11
2024-03-30,7231893.76,7078546.35
2024-03-31,6809090.81,6672908.99
2024-04-01,7053579.8,6806687.69
2024-04-02,5869653.46,5659330.39
2024-04-03,2271739.72,2157383.67
2024-04-04,2626929.23,2491740.97
2024-04-05,2516995.14,2355415.07
2024-04-06,2133313.83,2045023.86
2024-04-07,2782906.78,2628581.46
2024-04-08,3199088.26,3085882.25
2024-04-09,3501886.91,3341235.72
2024-04-10,3680892.85,3546186.54
2024-04-11,3854878.3,3707259.95
2024-04-12,3735703.52,3561354.61
2024-04-13,3760749.94,3619197.94
2024-04-14,4341172.67,4000256.8
2024-04-15,4614563.2,4265929.75
2024-04-16,4582355.48,4177870.23
2024-04-17,4804356.39,4221463.06
2024-04-18,4869893.32,4278345.76
2024-04-19,4485364.35,3919733.22
2024-04-20,3915203.51,3413462.62
2024-04-21,4561392.76,3991226.37
2024-04-22,4596194.46,3984581.6
2024-04-23,4892308.8,4221101.45
2024-04-24,5153937.32,4373354.86
2024-04-25,5167689.0,4465747.42
2024-04-26,4466020.81,3793916.67
2024-04-27,4751675.33,4072561.51
2024-04-28,5866858.35,4986558.81
2024-04-29,7078992.98,6030772.07
2024-04-30,6632331.85,5852369.99
2024-05-01,5541450.75,4806732.12
2024-05-02,4629008.51,3960029.79
2024-05-03,1998516.61,1717885.67
2024-05-04,2551674.45,2163052.51
2024-05-05,2491049.59,2086998.88
2024-05-06,3043463.54,2602141.42
2024-05-07,2557775.08,2122319.51
2024-05-08,3283041.94,2778993.89
2024-05-09,3525597.7,2970593.19
2024-05-10,3194892.41,2698949.61
2024-05-11,3678056.33,3122003.49
2024-05-12,3922641.17,3401242.68
2024-05-13,4291657.33,3721798.46
2024-05-14,4379042.98,3708339.28
2024-05-15,4834654.57,4076995.65
2024-05-16,4773423.16,4043696.42
2024-05-17,4490549.26,3825406.71
2024-05-18,4947655.14,4201306.57
2024-05-19,4075301.64,3442354.29
2024-05-20,4270850.93,3653597.01
2024-05-21,4616707.57,3939790.26
2024-05-22,4653885.18,4005258.81
2024-05-23,4755171.16,4024134.97
2024-05-24,4354331.25,3757360.42
2024-05-25,4209377.56,3596228.04
2024-05-26,4245625.62,3588278.52
2024-05-27,4798804.2,4117305.21
2024-05-28,5705552.33,4904308.54
2024-05-29,7621241.24,6642665.08
2024-05-30,8168926.15,6894374.78
2024-05-31,7769752.37,6732125.19
2024-06-01,6826500.07,5832978.56
2024-06-02,5484048.56,4670030.0
2024-06-03,3109242.39,2681310.74
2024-06-04,2878744.47,2483213.5
2024-06-05,3116711.8,2642729.02
2024-06-06,3412752.01,2952805.0
2024-06-07,3151599.13,2719275.81
2024-06-08,2940732.71,2529102.24
2024-06-09,3372182.33,2923914.58
2024-06-10,3786796.73,3163688.76
2024-06-11,3999262.6,3469834.21
2024-06-12,4820875.55,4210124.15
2024-06-13,4643385.3,3975652.27
2024-06-14,4144289.65,3611226.06
2024-06-15,4395486.35,3862241.63
2024-06-16,4454252.05,3873700.84
2024-06-17,4701951.15,3970198.99
2024-06-18,4673960.75,4049506.66
2024-06-19,4936090.71,4259457.77
2024-06-20,4339402.5,3734065.54
2024-06-21,4119454.83,3550918.49
2024-06-22,3682792.68,3178600.83
2024-06-23,3879145.22,3481278.95
2024-06-24,3787265.56,3547076.75
2024-06-25,4332245.91,4173767.91
2024-06-26,4714287.82,4579096.77
2024-06-27,5213235.24,5108970.54
2024-06-28,4946034.98,4847114.28
2024-06-29,4964136.74,4864854.0
2024-06-30,4921695.4,4823261.49
2024-07-01,4612961.57,4520702.34
