Date,Revenue,COGS
2023-04-26,5821349.76,4881501.94
2023-04-27,5175922.81,4319619.36
2023-04-28,6588887.67,5604257.07
2023-04-29,7481998.84,6411479.4
2023-04-30,6863302.51,5749126.29
2023-05-01,5060340.77,4245040.29
2023-05-02,5210195.45,4313483.8
2023-05-03,4779032.05,3892462.71
2023-05-04,3341855.44,2735982.52
2023-05-05,3272583.32,2635293.5
2023-05-06,3342786.32,2739960.96
2023-05-07,3435883.17,2727341.74
2023-05-08,2922752.02,2319093.29
2023-05-09,3567953.54,2846145.2
2023-05-10,4298517.37,3455123.1
2023-05-11,4502574.14,3640749.26
2023-05-12,3723586.02,3031908.57
2023-05-13,3761104.02,3173747.27
2023-05-14,4285593.23,3524090.0
2023-05-15,4173160.75,3403739.22
2023-05-16,4417679.91,3538718.64
2023-05-17,5287089.69,4357291.63
2023-05-18,5837019.16,4800331.98
2023-05-19,3940220.54,3138317.25
2023-05-20,3247526.21,2653351.89
2023-05-21,4421556.28,3644441.78
2023-05-22,4309165.76,3580882.96
2023-05-23,4283059.99,3497685.46
2023-05-24,5661707.93,4723516.31
2023-05-25,6260027.36,5226538.19
2023-05-26,4556574.92,3687655.28
2023-05-27,3648341.0,2948861.96
2023-05-28,4215794.05,3491688.12
2023-05-29,5888013.54,5122103.02
2023-05-30,7836949.19,6617729.26
2023-05-31,8496405.59,7116267.6
2023-06-01,7427152.52,6584309.96
2023-06-02,7357706.23,6332307.49
2023-06-03,5658844.36,4797449.71
2023-06-04,3802670.83,3270272.6
2023-06-05,3719649.27,3194609.95
2023-06-06,4265037.93,3637614.6
2023-06-07,4526995.8,3893892.97
2023-06-08,3548676.59,3035480.64
2023-06-09,3438578.56,2922631.86
2023-06-10,4198539.88,3532476.66
2023-06-11,4509744.23,3795235.22
2023-06-12,4345557.41,3789312.31
2023-06-13,4797499.18,4125377.07
2023-06-14,5244525.27,4490231.08
2023-06-15,4412411.25,3883025.15
2023-06-16,4598039.42,4040589.88
2023-06-17,5140049.18,4407869.53
2023-06-18,4559975.93,3850939.45
2023-06-19,3836579.54,3295270.48
2023-06-20,4261664.75,3637417.67
2023-06-21,5106888.53,4381352.59
2023-06-22,4277697.83,3663190.13
2023-06-23,4025206.71,3540708.55
2023-06-24,4436374.11,4094477.41
2023-06-25,3799865.58,3654659.2
2023-06-26,3584352.86,3548509.3314
2023-06-27,4777582.33,4729806.5067
2023-06-28,6530347.13,6465043.6587
2023-06-29,5844924.31,5786475.0669
2023-06-30,5340707.35,5287300.2765
2023-07-01,5154447.54,5102903.0646
2023-07-02,4656265.02,4609702.3697999995
2023-07-03,3105708.15,3069923.16
2023-07-04,2011427.23,1954612.06
2023-07-05,2284559.33,2228947.77
2023-07-06,2612309.3,2543317.99
2023-07-07,2256206.09,2233644.0291
2023-07-08,2404186.87,2380145.0013
2023-07-09,2536370.72,2511007.0128
2023-07-10,2680685.65,2653878.7934999997
2023-07-11,3082531.98,3051706.6602
2023-07-12,3367786.26,3334108.3973999997
2023-07-13,3385304.41,3351451.3659
2023-07-14,3049672.23,3019175.5077
2023-07-15,3374775.56,3341027.8044000003
2023-07-16,3448879.73,3414390.9327
2023-07-17,3317737.07,3284559.6993
2023-07-18,3272966.71,3240237.0429
2023-07-19,3453048.12,3375974.77
2023-07-20,3591856.23,3329746.79
2023-07-21,3052665.47,2715422.56
2023-07-22,3591068.29,3247077.83
2023-07-23,4257974.83,3743405.51
2023-07-24,3411755.1,2851111.49
2023-07-25,3021325.33,2570172.53
2023-07-26,3770654.87,3242903.67
2023-07-27,4390658.83,3704649.85
2023-07-28,3744735.95,3140523.08
2023-07-29,3358266.92,2809447.51
2023-07-30,3847183.77,3222170.42
2023-07-31,4251904.77,3503465.27
2023-08-01,5280121.35,3103898.69
2023-08-02,6066265.88,3719261.06
2023-08-03,6184162.11,3880383.44
2023-08-04,4289831.72,2539215.41
2023-08-05,3245089.16,1895895.14
2023-08-06,3553459.86,2022391.66
2023-08-07,4066708.8,2429674.81
2023-08-08,4083655.91,2190910.21
2023-08-09,4076313.43,2185952.95
2023-08-10,4594260.66,2699737.07
2023-08-11,4051143.93,2312987.48
2023-08-12,3236364.87,1735320.65
2023-08-13,3172945.52,1702446.53
2023-08-14,4361807.03,2664173.58
2023-08-15,4651876.38,2626530.34
2023-08-16,4571564.6,2615691.82
2023-08-17,5082244.18,3064059.08
2023-08-18,4055501.37,2285687.4
2023-08-19,3126506.6,1722512.43
2023-08-20,3471953.25,1934751.99
2023-08-21,4182785.8,2532640.02
2023-08-22,4335825.05,2346204.0
2023-08-23,4085232.26,2236984.08
2023-08-24,4678300.85,2760196.72
2023-08-25,4244523.67,2497699.51
2023-08-26,3863689.53,2184833.54
2023-08-27,5326139.16,3181280.76
2023-08-28,8861896.24,5722708.72
2023-08-29,8610997.75,5040144.76
2023-08-30,8745292.14,5281396.95
2023-08-31,8956852.26,5519137.7
2023-09-01,4876555.86,3752699.52
2023-09-02,3015807.52,2293290.41
2023-09-03,3078512.64,2324489.71
2023-09-04,3440075.68,2736345.47
2023-09-05,2705153.37,2166987.59
2023-09-06,2304216.82,1837667.06
2023-09-07,3245270.72,2649207.71
2023-09-08,2812830.35,2407258.9
2023-09-09,2782767.4,2413491.36
2023-09-10,3731632.78,3282284.87
2023-09-11,4089446.18,3693774.45
2023-09-12,3115090.81,2817892.37
2023-09-13,2540021.32,2313508.39
2023-09-14,3192941.03,2750308.6
2023-09-15,3013449.82,2675125.21
2023-09-16,2729502.91,2476587.61
2023-09-17,2710948.99,2394840.75
2023-09-18,3220722.76,2856897.6
2023-09-19,2588877.81,2311254.99
2023-09-20,2212308.57,1993396.9
2023-09-21,3161678.5,2803155.2
2023-09-22,2944069.86,2671703.94
2023-09-23,3059921.19,2812751.65
2023-09-24,3450813.46,3105561.87
2023-09-25,4459417.2,4149420.07
2023-09-26,4473943.65,4155137.63
2023-09-27,4008306.42,3658564.65
2023-09-28,4836552.71,4302470.78
2023-09-29,3662896.47,3327939.77
2023-09-30,2743849.39,2427034.26
2023-10-01,2010889.7,1647445.43
2023-10-02,2417981.4,1974472.99
2023-10-03,3112187.46,2580653.51
2023-10-04,2662034.17,2138399.78
2023-10-05,2239370.71,1769945.11
2023-10-06,2193802.38,1706930.06
2023-10-07,2087531.65,1608743.99
2023-10-08,2209521.84,1745011.75
2023-10-09,2484461.93,1988034.13
2023-10-10,2817131.74,2284373.53
2023-10-11,2421801.34,1939854.86
2023-10-12,2460957.5,1920266.45
2023-10-13,2508800.37,1943958.27
2023-10-14,2272912.57,1725757.89
2023-10-15,2178514.19,1703027.83
2023-10-16,2588343.1,2132900.31
2023-10-17,3236020.92,2653455.92
2023-10-18,2993781.08,2416047.67
2023-10-19,2729584.01,2175811.09
2023-10-20,2885492.2,2303686.26
2023-10-21,2816241.31,2207451.39
2023-10-22,2449914.97,1920818.29
2023-10-23,2756377.21,2239733.5
2023-10-24,3335920.82,2676190.72
2023-10-25,2978637.45,2327515.61
2023-10-26,2748515.87,2197065.13
2023-10-27,3407332.79,2841631.95
2023-10-28,4015096.11,3237291.3
2023-10-29,3444916.35,2747140.52
2023-10-30,4136201.95,3422533.47
2023-10-31,4486456.9,3676120.74
2023-11-01,2388652.2,1921797.89
2023-11-02,1850978.83,1460046.79
2023-11-03,1752899.43,1370444.63
2023-11-04,1871355.9,1551341.12
2023-11-05,2474970.94,2003499.98
2023-11-06,2238470.44,1741600.06
2023-11-07,1904316.96,1487325.3
2023-11-08,1480639.55,1131947.06
2023-11-09,1605194.3,1261246.38
2023-11-10,2033456.42,1617224.41
2023-11-11,1728718.48,1355166.66
2023-11-12,2298141.42,1846085.83
2023-11-13,2406295.34,1944632.44
2023-11-14,1733347.82,1360801.2
2023-11-15,1521925.93,1156708.38
2023-11-16,1685223.7,1332371.32
2023-11-17,1936259.66,1617383.36
2023-11-18,1985124.02,1682673.09
2023-11-19,1987369.22,1691225.37
2023-11-20,1812803.55,1536333.66
2023-11-21,1348299.38,1166199.11
2023-11-22,1094597.12,1009908.61
2023-11-23,1526190.52,1489176.27
2023-11-24,1789567.11,1749821.92
2023-11-25,1856139.9,1837578.501
2023-11-26,2644221.97,2617779.7503
2023-11-27,2606508.42,2580443.3358
2023-11-28,2212360.51,2190236.9049
2023-11-29,1887325.19,1868451.9381
2023-11-30,1671035.28,1654324.9272
2023-12-01,1431771.44,1363838.0
2023-12-02,1046796.47,967096.72
2023-12-03,1035950.54,970721.54
2023-12-04,1357153.95,1334336.71
2023-12-05,1691068.53,1674157.8447
2023-12-06,1239969.2,1149180.48
2023-12-07,925872.64,822348.64
2023-12-08,1101127.94,1048602.87
2023-12-09,1428584.42,1394295.63
2023-12-10,1537380.47,1522006.6653
2023-12-11,1779023.45,1761233.2155
2023-12-12,1912146.9,1893025.4309999999
2023-12-13,1602132.37,1577772.94
2023-12-14,1527834.11,1501608.54
2023-12-15,1487269.47,1472396.7752999999
2023-12-16,1469032.11,1444051.01
2023-12-17,1712024.25,1694904.0075
2023-12-18,2307187.43,2284115.5557000004
2023-12-19,2224449.49,2202204.9951000004
2023-12-20,1860237.41,1841635.0358999998
2023-12-21,1724960.85,1688579.43
2023-12-22,1663030.13,1621364.49
2023-12-23,1542496.21,1506771.75
2023-12-24,1447086.47,1432615.6053
2023-12-25,1766824.42,1749156.1757999999
2023-12-26,2180712.19,2158905.0681
2023-12-27,2394251.15,2370308.6385
2023-12-28,2816735.85,2788568.4915
2023-12-29,2664259.37,2637616.7763
2023-12-30,2505337.74,2480284.3626
2023-12-31,2611504.89,2585389.8411000003
2024-01-01,2723667.81,2696431.1319
2024-01-02,1979254.98,1959462.4302
2024-01-03,1755273.16,1737720.4283999999
2024-01-04,1601126.39,1585115.1261
2024-01-05,1760078.91,1733575.91
2024-01-06,2140174.91,2111053.09
2024-01-07,2393246.66,2362676.48
2024-01-08,2187813.76,2158126.81
2024-01-09,2262651.14,2144852.22
2024-01-10,2230516.75,2119548.02
2024-01-11,1837868.49,1734995.78
2024-01-12,1995943.63,1860419.18
2024-01-13,2256123.22,2132202.88
2024-01-14,2479971.71,2394115.83
2024-01-15,2211182.94,2132034.18
2024-01-16,2140185.15,1989752.89
2024-01-17,2167253.59,2096661.17
2024-01-18,1989402.93,1916889.03
2024-01-19,2100974.11,1966314.57
2024-01-20,2343930.57,2187578.62
2024-01-21,2579493.03,2439181.13
2024-01-22,2231869.03,2126404.74
2024-01-23,2251557.35,2091999.16
2024-01-24,2492555.83,2369402.69
2024-01-25,2276861.46,2144525.05
2024-01-26,2502816.45,2368545.89
2024-01-27,3338765.9,3266097.79
2024-01-28,4291618.09,4248701.9091
2024-01-29,3849908.27,3792075.78
2024-01-30,3557315.02,3436334.52
2024-01-31,3726760.24,3643794.39
2024-02-01,3229069.43,2901582.14
2024-02-02,2330974.33,2052759.97
2024-02-03,2187598.54,1961707.6
2024-02-04,2326576.39,2071129.45
2024-02-05,2281583.08,2012573.71
2024-02-06,2630048.38,2284175.08
2024-02-07,2943590.74,2534130.52
2024-02-08,2374815.11,2021214.41
2024-02-09,2031043.95,1690160.75
2024-02-10,2319056.34,1930275.28
2024-02-11,2724820.18,2316341.94
2024-02-12,2835040.1,2453204.51
2024-02-13,3183904.14,2721416.07
2024-02-14,3536419.7,3019523.15
2024-02-15,3012206.74,2585843.02
2024-02-16,2642065.56,2245518.49
2024-02-17,2800059.39,2420192.95
2024-02-18,3148148.35,2796613.7
2024-02-19,3429608.26,3086513.65
2024-02-20,4020638.44,3552367.6
2024-02-21,4306379.95,3816518.19
2024-02-22,3480088.67,3106347.83
2024-02-23,3057128.31,2689340.46
2024-02-24,3821619.02,3396258.87
2024-02-25,5249835.24,4717256.19
2024-02-26,5880088.18,5368207.03
2024-02-27,6304984.49,5695866.65
2024-02-28,6340127.65,5710788.67
2024-02-29,4898495.53,4439591.75
2024-03-01,3825205.67,3333941.02
2024-03-02,3158459.05,2828200.79
2024-03-03,3859579.72,3427602.13
2024-03-04,4183965.16,3741714.37
2024-03-05,4577724.5,4131403.98
2024-03-06,5124496.76,4627995.13
2024-03-07,4930927.85,4317665.7
2024-03-08,4288584.34,3718799.99
2024-03-09,4442663.92,4010058.73
2024-03-10,5219013.62,4709584.62
2024-03-11,5530167.11,5050682.84
2024-03-12,5952361.05,5429780.02
2024-03-13,6326450.49,5740483.2
2024-03-14,5961922.64,5355111.43
2024-03-15,5515900.79,4970872.43
2024-03-16,5790501.06,5315141.39
2024-03-17,6309620.01,5732919.95
2024-03-18,6194262.34,5820975.26
2024-03-19,6195022.1,6000727.53
2024-03-20,6653658.61,6525890.01
2024-03-21,6570630.32,6393316.84
2024-03-22,5893428.08,5771433.54
2024-03-23,5886030.04,5827169.7396
2024-03-24,6576752.47,6510984.9453
2024-03-25,6870701.41,6801994.3959
2024-03-26,7014227.19,6944084.9181
2024-03-27,8179724.38,8097927.1362
2024-03-28,9929538.3,9830242.917000001
2024-03-29,9782295.67,9684472.713299999
2024-03-30,9513370.73,9418237.0227
2024-03-31,10116904.68,10015735.6332
2024-04-01,7706633.34,7627476.12
2024-04-02,6161005.59,5994693.53
2024-04-03,5237284.1,5122074.82
2024-04-04,4486943.08,4322893.6
2024-04-05,4381378.12,4226354.39
2024-04-06,4504744.68,4459697.2332
2024-04-07,4941463.84,4820602.14
2024-04-08,4700367.61,4466724.71
2024-04-09,4997749.94,4747103.17
2024-04-10,5064467.25,4831920.48
2024-04-11,4508307.35,4280658.91
2024-04-12,5057415.32,4825655.79
2024-04-13,5614230.0,5425417.85
2024-04-14,5970346.41,5537417.05
2024-04-15,5322315.44,4734005.47
2024-04-16,5245121.05,4543934.45
2024-04-17,5265383.46,4536828.62
2024-04-18,4604748.06,3919850.3
2024-04-19,4710603.34,4041541.59
2024-04-20,5221915.49,4676885.43
2024-04-21,5905935.96,5138254.48
2024-04-22,5567764.62,4690119.68
2024-04-23,5970517.12,5012992.32
2024-04-24,6087332.25,5150543.36
2024-04-25,5335598.11,4496723.43
2024-04-26,6132014.37,5281493.46
2024-04-27,7366792.01,6568441.49
2024-04-28,7805358.34,6738766.94
2024-04-29,6448702.72,5416798.53
2024-04-30,5994522.66,5025178.59
2024-05-01,5798419.82,4826906.72
2024-05-02,4792408.46,3904569.69
2024-05-03,3537795.03,2872643.19
2024-05-04,3746586.64,3058006.12
2024-05-05,3802881.47,3041638.12
2024-05-06,3488165.82,2764162.03
2024-05-07,3661176.13,2865493.75
2024-05-08,4377627.2,3473495.76
2024-05-09,4509849.71,3589657.78
2024-05-10,3758607.68,2990734.98
2024-05-11,3732649.35,3038114.91
2024-05-12,3999841.22,3259077.9
2024-05-13,4091889.17,3344199.32
2024-05-14,4458644.78,3558979.89
2024-05-15,5155680.6,4176268.22
2024-05-16,5481791.63,4502390.09
2024-05-17,4446274.57,3576653.58
2024-05-18,3770693.11,2996421.55
2024-05-19,3920343.88,3162544.05
2024-05-20,4289744.66,3546704.45
2024-05-21,4570822.55,3708598.47
2024-05-22,5300489.39,4371039.51
2024-05-23,5856174.98,4886413.57
2024-05-24,4832444.91,3962441.87
2024-05-25,4197058.9,3376568.62
2024-05-26,4075702.95,3283036.8
2024-05-27,4734041.26,4070369.99
2024-05-28,6551038.62,5668346.82
2024-05-29,8165155.72,6998422.04
2024-05-30,7742458.76,6696446.03
2024-05-31,6296502.42,5562909.07
2024-06-01,6879060.37,6138526.09
2024-06-02,5262950.64,4638319.3
2024-06-03,4302104.72,3816077.88
2024-06-04,4820711.09,4245069.85
2024-06-05,5216341.91,4596488.37
2024-06-06,4312135.57,3823714.78
2024-06-07,4022531.32,3507144.47
2024-06-08,4322244.76,3775362.36
2024-06-09,4516548.62,3948865.52
2024-06-10,4467142.97,3956725.09
2024-06-11,4943875.59,4400642.37
2024-06-12,5410357.03,4790529.96
2024-06-13,4681872.2,4205252.23
2024-06-14,4677614.22,4227100.09
2024-06-15,5146628.08,4644644.63
2024-06-16,4999492.93,4442158.81
2024-06-17,4392512.79,3879112.67
2024-06-18,4575112.21,4033916.38
2024-06-19,5148296.47,4560737.55
2024-06-20,4614063.63,4123183.64
2024-06-21,4451274.17,3966281.66
2024-06-22,4633647.34,4278112.87
2024-06-23,4396452.63,4190998.29
2024-06-24,3913781.5,3844746.76
2024-06-25,4554563.79,4509018.1521
2024-06-26,5834476.68,5776131.913199999
2024-06-27,5673430.18,5616695.878199999
2024-06-28,5591285.0,5535372.15
2024-06-29,5527316.05,5472042.8895
2024-06-30,5056308.85,5005745.7615
2024-07-01,4262534.79,4219909.4421
