Date,Revenue,COGS
2023-05-22,4319978.69,3784796.19
2023-05-23,4295847.98,3598826.05
2023-05-24,5810192.57,4608645.93
2023-05-25,6085602.79,5138769.2
2023-05-26,4276645.05,3557629.48
2023-05-27,3514152.86,3084176.33
2023-05-28,4305202.46,3696977.36
2023-05-29,6012991.37,4851104.95
2023-05-30,8334706.87,6979569.3
2023-05-31,9337457.27,7822395.33
2023-06-01,8743564.83,7020133.07
2023-06-02,7729230.78,6092011.77
2023-06-03,6423733.82,5173189.52
2023-06-04,3563357.58,2941518.31
2023-06-05,3481733.65,2885262.69
2023-06-06,3956283.4,3314074.39
2023-06-07,4044297.11,3601144.2
2023-06-08,3366026.66,2902798.86
2023-06-09,3316932.88,2755096.83
2023-06-10,3612928.54,2921024.17
2023-06-11,3915036.6,3306486.55
2023-06-12,4133249.87,3610834.47
2023-06-13,4533722.43,3798916.87
2023-06-14,4823309.43,4272217.3
2023-06-15,4176396.86,3479543.3
2023-06-16,4270365.88,3529245.17
2023-06-17,4579265.94,3911122.81
2023-06-18,4194040.98,3589378.39
2023-06-19,4044836.07,3524738.29
2023-06-20,4344718.69,3450141.75
2023-06-21,4957450.81,4182558.64
2023-06-22,3926238.68,3300368.27
2023-06-23,3814086.66,3246119.03
2023-06-24,4045015.29,3725471.59
2023-06-25,3615434.21,3338163.59
2023-06-26,3675047.85,3522528.97
2023-06-27,4951328.92,4539855.1
2023-06-28,6026653.24,5966386.7076
2023-06-29,5875039.78,5816289.3822
2023-06-30,5308709.03,4882107.76
2023-07-01,4813069.52,4715091.37
2023-07-02,4697171.75,4538559.25
2023-07-03,3748283.56,3518199.6
2023-07-04,1505037.82,1489987.4418000001
2023-07-05,1905886.93,1886828.0607
2023-07-06,2440528.53,2340131.85
2023-07-07,2060450.74,1887597.26
2023-07-08,2144763.11,2089070.56
2023-07-09,2305703.26,2282646.2273999997
2023-07-10,2620255.63,2438861.29
2023-07-11,2909735.63,2880638.2737
2023-07-12,3362109.14,3269076.16
2023-07-13,3373765.27,3147372.48
2023-07-14,2996160.02,2866689.09
2023-07-15,3007633.37,2977557.0363000003
2023-07-16,3172477.38,3022419.11
2023-07-17,3195425.39,3085054.37
2023-07-18,3393047.59,3359117.1141
2023-07-19,3520091.47,3291860.67
2023-07-20,3733569.76,3363270.85
2023-07-21,3090845.16,2899996.97
2023-07-22,3306468.44,2825028.33
2023-07-23,3757870.2,3386519.83
2023-07-24,3113905.12,2620655.84
2023-07-25,3206502.07,2686360.21
2023-07-26,3919722.16,3194586.7
2023-07-27,4311132.04,3612806.38
2023-07-28,3745356.13,2996620.74
2023-07-29,3236982.09,2687289.3
2023-07-30,4347363.57,3202706.23
2023-07-31,5224201.14,3666325.57
2023-08-01,4747468.51,4034584.84
2023-08-02,5056316.48,4365395.71
2023-08-03,3415443.89,3381289.4511
2023-08-04,2051212.42,2030700.2958
2023-08-05,1061661.58,1051044.9642
2023-08-06,1363742.77,1350105.3423
2023-08-07,1693048.42,1676117.9357999999
2023-08-08,1429336.74,1415043.3726
2023-08-09,1222255.9,1210033.3409999998
2023-08-10,1691477.3,1674562.527
2023-08-11,1333396.65,1320062.6834999998
2023-08-12,1695418.63,1678464.4437
2023-08-13,1990865.82,1970957.1618000001
2023-08-14,2149568.52,2128072.8348
2023-08-15,2133921.11,2112581.8989
2023-08-16,1845125.31,1826674.0569
2023-08-17,2402143.57,2378122.1343
2023-08-18,1746504.48,1729039.4352
2023-08-19,1690469.18,1673564.4882
2023-08-20,1873461.49,1854726.8751
2023-08-21,1912844.69,1893716.2430999998
2023-08-22,1767661.49,1749984.8751
2023-08-23,1685348.12,1668494.6388
2023-08-24,1956359.6,1936796.0040000002
2023-08-25,1522980.92,1507751.1108
2023-08-26,1028441.11,1018156.6989
2023-08-27,2384680.55,2360833.7444999996
2023-08-28,4609485.4,4563390.546
2023-08-29,4108995.98,4067906.0202
2023-08-30,3588418.12,3552533.9388
2023-08-31,4089835.87,4048937.5113
2023-09-01,2656594.66,2630028.7134000002
2023-09-02,2373715.52,2349978.3648
2023-09-03,1199493.02,1187498.0898
2023-09-04,1920305.86,1901102.8014
2023-09-05,1675715.62,1658958.4638
2023-09-06,1818370.83,1800187.1217
2023-09-07,2106685.19,2085618.3380999998
2023-09-08,1936804.13,1917436.0887
2023-09-09,1810159.32,1792057.7268
2023-09-10,2136761.28,2115393.6671999996
2023-09-11,2275636.07,2252879.7092999998
2023-09-12,2168258.99,2146576.4001
2023-09-13,2267041.42,2244371.0058
2023-09-14,2283879.77,2261040.9723
2023-09-15,2161449.45,2139834.9555
2023-09-16,1662318.49,1645695.3051
2023-09-17,1996464.6,1976499.9540000001
2023-09-18,2099557.29,2078561.7171
2023-09-19,1863852.05,1845213.5295
2023-09-20,2083419.99,2057756.3
2023-09-21,2158478.88,2136894.0911999997
2023-09-22,1916843.18,1897674.7482
2023-09-23,1973785.67,1954047.8132999998
2023-09-24,1833025.42,1814695.1657999998
2023-09-25,3063892.13,3033253.2087
2023-09-26,3540649.12,3505242.6288
2023-09-27,2847411.29,2818937.1771
2023-09-28,3407829.5,3373751.205
2023-09-29,2396120.94,2372159.7306
2023-09-30,1970987.13,1951277.2587
2023-10-01,1457448.23,1442873.7477
2023-10-02,1542433.17,1527008.8383
2023-10-03,1508458.66,1493374.0733999999
2023-10-04,1506436.62,1491372.2538
2023-10-05,1674019.55,1657279.3545000001
2023-10-06,1374024.97,1360284.7203
2023-10-07,1387614.19,1373738.0481
2023-10-08,1454798.45,1436885.4
2023-10-09,1854066.44,1698776.78
2023-10-10,1629872.32,1595611.9
2023-10-11,1807146.0,1759914.54
2023-10-12,1646065.9,1555685.02
2023-10-13,1744942.02,1638477.44
2023-10-14,1859697.09,1795240.69
2023-10-15,1811865.1,1739733.2
2023-10-16,1925496.63,1906241.6637
2023-10-17,2244138.19,2156000.97
2023-10-18,1909839.05,1890740.6595
2023-10-19,1766468.03,1730983.8
2023-10-20,2123073.26,2071570.14
2023-10-21,1597880.75,1581901.9425
2023-10-22,2071912.49,1914728.87
2023-10-23,1957141.48,1797339.61
2023-10-24,2182344.81,2055233.88
2023-10-25,1858305.39,1839722.3361
2023-10-26,2063164.39,1928814.62
2023-10-27,2633328.19,2252194.22
2023-10-28,2986199.36,2887480.62
2023-10-29,3081492.99,2758886.57
2023-10-30,3615605.05,3089701.79
2023-10-31,3280271.01,3150922.85
2023-11-01,1926456.76,1907192.1924
2023-11-02,1383969.53,1370129.8347
2023-11-03,1134201.01,1122858.9999
2023-11-04,1267432.95,1254758.6205
2023-11-05,1293937.13,1280997.7587
2023-11-06,1683903.54,1641370.33
2023-11-07,1378981.05,1280770.75
2023-11-08,1104024.0,1092983.76
2023-11-09,1189637.42,1082925.28
2023-11-10,1357161.15,1343589.5384999998
2023-11-11,1159846.38,1148247.9161999999
2023-11-12,1772921.52,1755192.3048
2023-11-13,1457353.58,1442780.0442000001
2023-11-14,1276821.75,1264053.5325
2023-11-15,1171658.97,1102061.64
2023-11-16,1408798.81,1394710.8219
2023-11-17,1367095.93,1353424.9707
2023-11-18,1128432.04,1117147.7196
2023-11-19,1289962.33,1277062.7067
2023-11-20,1090338.52,1079435.1348
2023-11-21,1087274.02,1076401.2798
2023-11-22,1046678.51,1036211.7249
2023-11-23,1044333.51,1033890.1749
2023-11-24,1146943.67,1135474.2333
2023-11-25,1118433.89,1107249.5510999998
2023-11-26,1579911.31,1564112.1969
2023-11-27,1550741.38,1535233.9662
2023-11-28,1897284.0,1878311.16
2023-11-29,1369171.66,1355479.9434
2023-11-30,1529194.79,1513902.8421
2023-12-01,882094.62,873273.6738
2023-12-02,638057.13,631676.5587
2023-12-03,656631.13,650064.8187
2023-12-04,858936.38,850347.0162
2023-12-05,757458.06,749883.4794000001
2023-12-06,588353.66,582470.1234
2023-12-07,441933.95,437514.6105
2023-12-08,694545.8,687600.3420000001
2023-12-09,761262.61,753649.9839
2023-12-10,950659.77,941153.1723
2023-12-11,960078.27,950477.4873
2023-12-12,1142559.82,1131134.2218
2023-12-13,1027474.49,1017199.7451
2023-12-14,1281373.41,1268559.6759
2023-12-15,1148586.63,1137100.7636999998
2023-12-16,1166778.72,1155110.9328
2023-12-17,1368223.08,1354540.8492
2023-12-18,1427913.02,1413633.8898
2023-12-19,1413904.56,1399765.5144
2023-12-20,1454972.65,1440422.9234999998
2023-12-21,1457681.24,1443104.4276
2023-12-22,1336452.28,1323087.7572
2023-12-23,1075486.32,1064731.4568
2023-12-24,1305599.94,1292543.9405999999
2023-12-25,1345771.16,1332313.4483999999
2023-12-26,1262056.07,1249435.5093
2023-12-27,1786887.59,1769018.7141
2023-12-28,2156469.66,2134904.9634000002
2023-12-29,2390750.94,2366843.4306
2023-12-30,2059959.91,2039360.3109
2023-12-31,2288049.51,2265169.0149
2024-01-01,1648647.98,1632161.5002
2024-01-02,1230716.89,1218409.7211
2024-01-03,338629.9,335243.601
2024-01-04,944577.32,935131.5467999999
2024-01-05,794803.11,786855.0789
2024-01-06,837497.42,829122.4458
2024-01-07,1154454.71,1142910.1628999999
2024-01-08,1276654.82,1263888.2718
2024-01-09,1200451.36,1188446.8464000002
2024-01-10,1315845.94,1302687.4806
2024-01-11,1073174.93,1062443.1807
2024-01-12,1295370.1,1274429.3
2024-01-13,1146403.27,1132095.16
2024-01-14,1429493.3,1409123.35
2024-01-15,1436950.24,1422580.7375999999
2024-01-16,1623047.24,1606816.7676
2024-01-17,1528625.27,1493415.74
2024-01-18,1259164.5,1246572.855
2024-01-19,1474441.4,1459696.9859999998
2024-01-20,1297510.14,1177623.71
2024-01-21,1533112.94,1517781.8106
2024-01-22,1651889.85,1635370.9515
2024-01-23,1838164.07,1667488.5
2024-01-24,1728244.89,1625802.98
2024-01-25,1458582.61,1443996.7839000002
2024-01-26,1799361.37,1761106.9
2024-01-27,1933491.22,1712661.59
2024-01-28,2681255.26,2420628.13
2024-01-29,2775678.46,2740175.29
2024-01-30,3151466.52,2805893.76
2024-01-31,3288918.91,2656689.82
2024-02-01,2665954.44,2639294.8956
2024-02-02,1872954.97,1854225.4202999999
2024-02-03,1460109.4,1389990.62
2024-02-04,1230882.78,1160822.04
2024-02-05,1557509.97,1354662.27
2024-02-06,1667505.7,1281717.95
2024-02-07,1523710.91,1283163.24
2024-02-08,1458819.23,1411677.17
2024-02-09,1558197.42,1531938.35
2024-02-10,1814480.25,1541878.68
2024-02-11,2056009.49,1797531.05
2024-02-12,2345104.49,2035142.74
2024-02-13,2363969.99,1949129.32
2024-02-14,2314285.04,1991335.05
2024-02-15,2342101.92,2169324.24
2024-02-16,2294717.01,2117655.87
2024-02-17,2387314.47,2025826.67
2024-02-18,2662820.07,2129313.89
2024-02-19,2879009.25,2370499.34
2024-02-20,3069001.66,2487957.14
2024-02-21,2938711.04,2364665.85
2024-02-22,2935561.19,2540001.49
2024-02-23,3162002.82,2692683.66
2024-02-24,3640800.87,2691000.37
2024-02-25,4358524.39,3155592.57
2024-02-26,5366871.77,4137295.12
2024-02-27,4910368.67,3855096.37
2024-02-28,4574806.72,3564468.58
2024-02-29,3401560.31,2954034.82
2024-03-01,2331332.94,2308019.6106
2024-03-02,1960716.29,1459388.14
2024-03-03,2966207.99,2008998.68
2024-03-04,3272341.08,2331250.91
2024-03-05,3374420.1,2270067.55
2024-03-06,3911089.01,2868276.03
2024-03-07,3594442.28,2750497.33
2024-03-08,3212982.69,2335672.75
2024-03-09,3423399.49,2436983.85
2024-03-10,3778483.88,2794462.93
2024-03-11,4277817.53,3263374.93
2024-03-12,4389493.17,3382102.02
2024-03-13,4637035.76,3879566.98
2024-03-14,4638840.56,3770864.59
2024-03-15,4136126.19,3192253.24
2024-03-16,4375954.64,3353870.21
2024-03-17,4484743.69,3509836.48
2024-03-18,4584105.88,3685290.44
2024-03-19,4462489.15,3841067.67
2024-03-20,4798778.42,4160033.98
2024-03-21,4753651.39,4148743.71
2024-03-22,3982892.08,3578073.09
2024-03-23,4167104.8,3630449.06
2024-03-24,4359346.05,3670997.17
2024-03-25,4537561.88,4221494.24
2024-03-26,4428441.6,4384157.183999999
2024-03-27,5804146.5,5063442.88
2024-03-28,6612918.83,5780720.45
2024-03-29,6379325.15,6105859.28
2024-03-30,7999218.03,6945210.05
2024-03-31,8190721.91,7175465.14
2024-04-01,7498888.93,7077097.27
2024-04-02,6192931.01,6131001.699899999
2024-04-03,5755878.52,4856676.68
2024-04-04,3564315.71,3506060.35
2024-04-05,3297835.86,2858084.66
2024-04-06,3360565.79,2928341.08
2024-04-07,3493834.01,3149670.39
2024-04-08,3352907.97,3217703.57
2024-04-09,3500096.22,3296230.34
2024-04-10,3889216.8,3634419.3
2024-04-11,3853686.71,3517670.8
2024-04-12,3973994.35,3613460.86
2024-04-13,4282520.21,4005147.59
2024-04-14,4499644.9,4017708.22
2024-04-15,4172567.76,3842207.57
2024-04-16,4289600.55,3882742.23
2024-04-17,4520470.83,3912747.87
2024-04-18,4085279.88,3339267.82
2024-04-19,4096633.92,3393289.14
2024-04-20,4132367.95,3425431.91
2024-04-21,4507215.23,3930599.79
2024-04-22,4511314.9,3809470.58
2024-04-23,4781515.32,4050496.74
2024-04-24,5192511.23,4396874.42
2024-04-25,4602669.19,3915262.08
2024-04-26,4828981.4,3924189.31
2024-04-27,5727984.88,4801268.57
2024-04-28,6156946.45,5494143.84
2024-04-29,5931448.68,4925529.62
2024-04-30,6465931.31,4954374.27
2024-05-01,6792084.07,5468749.72
2024-05-02,5646773.45,4940473.51
2024-05-03,3642294.75,2713335.82
2024-05-04,2832660.95,2642871.74
2024-05-05,3304055.1,2763941.13
2024-05-06,3352393.03,2763433.94
2024-05-07,3632195.49,2792708.21
2024-05-08,4114688.53,3376595.89
2024-05-09,4101140.31,3482330.34
2024-05-10,3581966.96,3151106.81
2024-05-11,3623450.2,3133606.35
2024-05-12,3928247.9,3303393.84
2024-05-13,4277190.12,3683635.43
2024-05-14,4416063.5,3782617.89
2024-05-15,5123645.8,4282050.24
2024-05-16,5428638.15,4530255.55
2024-05-17,4266256.07,3740444.09
2024-05-18,3811470.81,3285591.79
2024-05-19,4118434.14,3150037.11
2024-05-20,4408336.91,3773014.7
2024-05-21,4405977.61,3973800.12
2024-05-22,5392340.29,4349170.45
2024-05-23,5851498.36,4822701.48
2024-05-24,4540946.66,4068371.21
2024-05-25,3875539.32,3385698.16
2024-05-26,4095494.0,3358750.24
2024-05-27,4826839.69,3910322.85
2024-05-28,6717129.64,5310001.96
2024-05-29,8444915.54,7232821.24
2024-05-30,9401548.2,7946333.14
2024-05-31,7599326.44,5962625.28
2024-06-01,7600677.95,6021733.45
2024-06-02,6174586.53,5203497.18
2024-06-03,5422911.89,3972278.52
2024-06-04,4359632.69,3633033.89
2024-06-05,4501257.2,3873105.12
2024-06-06,3660400.77,3286924.65
2024-06-07,3465265.21,2821958.99
2024-06-08,3503817.81,2787427.65
2024-06-09,3686540.58,3116004.02
2024-06-10,3971663.88,3456953.36
2024-06-11,4413112.09,3930218.31
2024-06-12,4608481.08,4287729.6
2024-06-13,4178769.5,3724609.25
2024-06-14,4169724.31,3562667.09
2024-06-15,4292606.69,3566515.96
2024-06-16,4342095.44,3845789.27
2024-06-17,4244268.23,3850433.08
2024-06-18,4575015.63,3907208.04
2024-06-19,4895334.79,4133139.51
2024-06-20,4340350.56,3636313.9
2024-06-21,4028854.18,3458710.38
2024-06-22,4064388.52,3327550.15
2024-06-23,3943109.93,3725389.96
2024-06-24,3884306.18,3714096.22
2024-06-25,4614345.69,4169425.01
2024-06-26,5306130.07,5253068.7693
2024-06-27,5047913.54,4997434.4046
2024-06-28,4956562.48,4906996.8552
2024-06-29,4991750.12,4790642.93
2024-06-30,4961636.91,4796594.62
2024-07-01,4965218.15,4610591.02
