Date,Revenue,COGS,east_rev,total_rev_reg,east_share,senior_share,standard_share,promo_rate,avg_discount,n_returns,refund_total,n_orders,return_rate,pay_credit_card_share,pay_cod_share,pay_bank_transfer_share,device_mobile_share,device_desktop_share,aov,avg_qty,acq_email_campaign_share,acq_social_media_share,acq_organic_search_share,web_sessions,web_visitors,web_bounce,web_duration,avg_rating,n_reviews,avg_delivery_days,avg_shipping_fee
2012-07-14,3820831.41,3075464.87,1508708.0,3820831.41,0.3948637974581558,0.10828025477707007,0.022199469408151665,0.0,0.0,2.0,52967.0,157,0.012738853503184714,0.5668789808917197,0.15286624203821655,0.03821656050955414,0.5031847133757962,0.40764331210191085,24336.505796178342,4.341040462427745,0.10191082802547771,0.267515923566879,0.24203821656050956,0.0,0.0,0.0,0.0,3.5,2.0,4.584507042253521,5.798028169014085
2012-07-15,3948841.28,3154482.05,1527179.0,3948841.28,0.38674104419816036,0.12751677852348994,0.002359350335802811,0.0,0.0,2.0,13534.619999999999,149,0.013422818791946308,0.5369127516778524,0.18120805369127516,0.053691275167785234,0.4429530201342282,0.348993288590604,26502.290469798652,4.518518518518518,0.12751677852348994,0.2080536912751678,0.2751677852348993,0.0,0.0,0.0,0.0,4.25,4.0,4.3984375,6.5778125
2012-07-16,3503801.49,2708219.59,1620630.81,3503801.49,0.46253499652458907,0.12857142857142856,0.005852882949712999,0.0,0.0,3.0,16170.54,140,0.02142857142857143,0.5142857142857142,0.17857142857142858,0.05,0.42857142857142855,0.40714285714285714,25027.1535,4.6688311688311686,0.10714285714285714,0.17857142857142858,0.2714285714285714,0.0,0.0,0.0,0.0,4.25,4.0,4.148760330578512,4.115371900826446
2012-07-17,4476729.49,3463061.65,1765057.2100000002,4476729.49,0.3942738139400065,0.11351351351351352,0.00861862216293976,0.0,0.0,3.0,22944.07,185,0.016216216216216217,0.5675675675675675,0.14594594594594595,0.021621621621621623,0.44324324324324327,0.41621621621621624,24198.537783783784,4.719211822660099,0.11891891891891893,0.1783783783783784,0.3675675675675676,0.0,0.0,0.0,0.0,3.875,8.0,4.54375,3.8210625
2012-07-18,5184141.46,4072012.16,2525466.3499999996,5184141.459999999,0.48715228345640094,0.08888888888888889,0.034776871231442054,0.0,0.0,2.0,23202.75,225,0.008888888888888889,0.5333333333333333,0.16444444444444445,0.02666666666666667,0.4577777777777778,0.36444444444444446,23040.628711111112,4.23828125,0.12444444444444444,0.21777777777777776,0.28444444444444444,0.0,0.0,0.0,0.0,4.875,8.0,4.4236453201970445,7.07871921182266
2012-07-19,6421487.11,5007270.91,3345534.8600000003,6421487.11,0.520990668156928,0.10646387832699619,0.0,0.0,0.0,5.0,35697.71,263,0.019011406844106463,0.5779467680608364,0.12927756653992395,0.053231939163498096,0.467680608365019,0.4144486692015209,24416.300798479086,4.57439446366782,0.1444866920152091,0.19011406844106463,0.2623574144486692,0.0,0.0,0.0,0.0,3.5555555555555554,9.0,4.277310924369748,6.566932773109244
2012-07-20,5171470.46,4213989.64,2166208.9800000004,5171470.460000001,0.41887679660071,0.12554112554112554,0.015030332397953984,0.0,0.0,1.0,1511.59,231,0.004329004329004329,0.5454545454545454,0.14285714285714285,0.047619047619047616,0.47186147186147187,0.3593073593073593,22387.318008658007,4.755813953488372,0.1471861471861472,0.22510822510822512,0.24675324675324675,0.0,0.0,0.0,0.0,4.6,10.0,4.467980295566503,5.1257142857142854
2012-07-21,3442157.02,2746075.45,1688521.25,3442157.02,0.4905416110273784,0.14619883040935672,0.0300210534846548,0.0,0.0,4.0,139515.72,171,0.023391812865497075,0.52046783625731,0.14035087719298245,0.08771929824561403,0.4619883040935672,0.4152046783625731,20129.573216374265,4.362244897959184,0.16374269005847952,0.15204678362573099,0.3684210526315789,0.0,0.0,0.0,0.0,4.538461538461538,13.0,4.530201342281879,6.076778523489933
2012-07-22,3117550.57,2531656.38,1598531.37,3117550.57,0.5127523464679516,0.1,0.013242704191322872,0.0,0.0,6.0,196470.94,140,0.04285714285714286,0.55,0.15,0.04285714285714286,0.4785714285714286,0.32142857142857145,22268.218357142858,4.4625,0.15,0.2,0.2785714285714286,0.0,0.0,0.0,0.0,4.111111111111111,9.0,4.666666666666667,6.323983739837399
2012-07-23,4730517.69,3685006.66,2598544.6900000004,4730517.6899999995,0.5493150771834447,0.15048543689320387,0.006004097619176221,0.0,0.0,5.0,127759.84,206,0.024271844660194174,0.5485436893203883,0.16019417475728157,0.05339805825242718,0.4368932038834951,0.42718446601941745,22963.67810679612,4.489177489177489,0.06796116504854369,0.21359223300970873,0.3300970873786408,0.0,0.0,0.0,0.0,4.363636363636363,11.0,4.5,5.331354166666666
2012-07-24,4096496.12,3248450.65,2398374.880000001,4096496.120000001,0.5854698282980432,0.11827956989247312,0.02914958454787942,0.0,0.0,5.0,81299.68000000001,186,0.026881720430107527,0.5913978494623656,0.11290322580645161,0.043010752688172046,0.43548387096774194,0.3817204301075269,22024.172688172042,4.320574162679426,0.16129032258064516,0.20967741935483872,0.26344086021505375,0.0,0.0,0.0,0.0,4.181818181818182,22.0,4.39375,4.3865625
2012-07-25,5246688.08,4140019.37,2573945.43,5246688.08,0.49058480145059435,0.10714285714285714,0.016427782381147386,0.0,0.0,8.0,141941.0,224,0.03571428571428571,0.5401785714285714,0.16964285714285715,0.026785714285714284,0.36607142857142855,0.48660714285714285,23422.714642857147,4.430894308943089,0.12053571428571429,0.19196428571428573,0.26785714285714285,0.0,0.0,0.0,0.0,3.75,8.0,4.489583333333333,5.739947916666666
2012-07-26,5851965.06,4579171.74,2782420.4299999997,5851965.06,0.47546771067016586,0.14285714285714285,0.005532276708432706,0.0,0.0,7.0,46345.31,273,0.02564102564102564,0.5677655677655677,0.16117216117216118,0.054945054945054944,0.42124542124542125,0.4542124542124542,21435.76945054945,4.253246753246753,0.10256410256410256,0.18681318681318682,0.24175824175824176,0.0,0.0,0.0,0.0,4.222222222222222,18.0,4.556962025316456,6.83535864978903
2012-07-27,5156699.45,3989402.2,2145890.0000000005,5156699.45,0.41613633309577513,0.1320754716981132,0.027404914979095786,0.0,0.0,7.0,53193.439999999995,212,0.0330188679245283,0.49056603773584906,0.14622641509433962,0.03773584905660377,0.4528301886792453,0.3867924528301887,24324.05400943396,4.514767932489452,0.10849056603773585,0.21226415094339623,0.29245283018867924,0.0,0.0,0.0,0.0,3.5,16.0,4.65934065934066,5.155274725274725
2012-07-28,4326956.84,3403662.59,1902595.82,4326956.84,0.43970760290735883,0.11363636363636363,0.007721334239146236,0.0,0.0,9.0,77765.1,176,0.05113636363636364,0.5625,0.11363636363636363,0.0625,0.4318181818181818,0.42613636363636365,24584.982045454544,4.525252525252525,0.14772727272727273,0.21022727272727273,0.3068181818181818,0.0,0.0,0.0,0.0,3.4285714285714284,14.0,4.484076433121019,4.7222292993630575
2012-07-29,4804199.65,3819645.91,2483919.5799999996,4804199.65,0.5170308815121785,0.09223300970873786,0.03146088235529512,0.0,0.0,12.0,188827.85,206,0.05825242718446602,0.6650485436893204,0.11650485436893204,0.014563106796116505,0.4223300970873786,0.4223300970873786,23321.357524271847,4.358744394618834,0.1262135922330097,0.19902912621359223,0.2815533980582524,0.0,0.0,0.0,0.0,3.6666666666666665,18.0,4.316666666666666,4.478166666666667
2012-07-30,6586130.95,5195109.56,3527549.5200000005,6586130.95,0.5356027000951143,0.10820895522388059,0.012032761055259612,0.0,0.0,8.0,126235.4,268,0.029850746268656716,0.5634328358208955,0.13432835820895522,0.05223880597014925,0.44029850746268656,0.4291044776119403,24575.115485074624,4.425249169435216,0.13432835820895522,0.19402985074626866,0.291044776119403,0.0,0.0,0.0,0.0,3.95,20.0,4.526748971193416,4.424609053497942
2012-07-31,9151622.14,7142891.18,4763061.600000001,9151622.14,0.5204609114248242,0.12335958005249344,0.03140736533949597,0.0,0.0,16.0,209656.85,381,0.04199475065616798,0.5721784776902887,0.13123359580052493,0.05774278215223097,0.45144356955380577,0.45931758530183725,24020.005616797902,4.613272311212815,0.12335958005249344,0.1994750656167979,0.30971128608923887,0.0,0.0,0.0,0.0,3.8181818181818183,22.0,4.640718562874252,5.916317365269461
2012-08-01,9148357.3,7308514.33,4074306.55,9148357.299999999,0.4453593597617793,0.11388888888888889,0.033008779619921484,0.0,0.0,4.0,37734.15,360,0.011111111111111112,0.5388888888888889,0.14166666666666666,0.041666666666666664,0.46111111111111114,0.43333333333333335,25412.103611111113,4.3188775510204085,0.1361111111111111,0.21666666666666667,0.2861111111111111,0.0,0.0,0.0,0.0,3.588235294117647,17.0,4.543689320388349,5.651488673139158
2012-08-02,9692427.0,7537501.15,4372310.68,9692427.0,0.45110586646667544,0.10653753026634383,0.032510997503514855,0.0,0.0,8.0,42250.2,413,0.01937046004842615,0.5786924939467313,0.15012106537530268,0.031476997578692496,0.44552058111380144,0.36319612590799033,23468.346246973364,4.508849557522124,0.11864406779661017,0.18401937046004843,0.29539951573849876,0.0,0.0,0.0,0.0,4.315789473684211,19.0,4.459239130434782,5.439048913043478
2012-08-03,9297269.95,7118808.46,4792802.24,9297269.95,0.515506408416161,0.07365439093484419,0.018542771257276446,0.0,0.0,20.0,261973.78000000003,353,0.056657223796033995,0.509915014164306,0.1643059490084986,0.05099150141643059,0.40793201133144474,0.43626062322946174,26337.875212464587,4.585677749360614,0.11898016997167139,0.1954674220963173,0.2776203966005666,0.0,0.0,0.0,0.0,3.7857142857142856,28.0,4.601307189542483,4.886045751633987
2012-08-04,6384195.03,5087528.11,2877806.4,6384195.03,0.45077043957411805,0.10612244897959183,0.034862205642862396,0.0,0.0,8.0,68406.08,245,0.0326530612244898,0.5714285714285714,0.12653061224489795,0.036734693877551024,0.43673469387755104,0.4122448979591837,26057.938897959182,4.348314606741573,0.10204081632653061,0.2163265306122449,0.2897959183673469,0.0,0.0,0.0,0.0,4.12,25.0,4.5933014354066986,4.785741626794258
2012-08-05,2359224.19,1863413.11,1207061.8,2359224.19,0.51163505575958,0.07894736842105263,0.023161168926468148,0.0,0.0,12.0,120347.12,76,0.15789473684210525,0.5789473684210527,0.10526315789473684,0.11842105263157894,0.42105263157894735,0.3815789473684211,31042.42355263158,4.662337662337662,0.15789473684210525,0.14473684210526316,0.25,0.0,0.0,0.0,0.0,3.5714285714285716,28.0,4.5,2.431029411764706
2012-08-06,3630003.7,2922718.71,1994074.7100000002,3630003.7,0.5493313161085759,0.12280701754385964,0.005699043777834166,0.0,0.0,6.0,147083.88,114,0.05263157894736842,0.5087719298245614,0.13157894736842105,0.07894736842105263,0.43859649122807015,0.40350877192982454,31842.137719298247,4.5528455284552845,0.13157894736842105,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,4.125,32.0,4.5353535353535355,3.9197979797979796
2012-08-07,2240253.44,1781265.84,941791.1299999999,2240253.44,0.42039490406942526,0.07526881720430108,0.0396403453352135,0.0,0.0,12.0,112879.45999999999,93,0.12903225806451613,0.5591397849462365,0.11827956989247312,0.03225806451612903,0.41935483870967744,0.3870967741935484,24088.746666666666,4.528846153846154,0.11827956989247312,0.17204301075268819,0.27956989247311825,0.0,0.0,0.0,0.0,4.026315789473684,38.0,4.453333333333333,6.908799999999999
2012-08-08,2617553.36,1997006.42,1336316.79,2617553.36,0.5105213175100278,0.14728682170542637,0.04407143394394833,0.0,0.0,5.0,51784.979999999996,129,0.03875968992248062,0.49612403100775193,0.13178294573643412,0.11627906976744186,0.4883720930232558,0.3953488372093023,20291.111317829458,4.2827586206896555,0.13178294573643412,0.2248062015503876,0.27906976744186046,0.0,0.0,0.0,0.0,4.0,28.0,4.490909090909091,5.542727272727273
2012-08-09,4478691.52,3621672.71,2242120.1899999995,4478691.52,0.500619473341178,0.11538461538461539,0.020935996502835723,0.0,0.0,16.0,242575.69999999998,156,0.10256410256410256,0.6089743589743589,0.14102564102564102,0.057692307692307696,0.4551282051282051,0.4166666666666667,28709.561025641022,4.807017543859649,0.10897435897435898,0.25,0.3525641025641026,0.0,0.0,0.0,0.0,4.083333333333333,36.0,4.630434782608695,5.994999999999999
2012-08-10,3412496.65,2699279.56,1418236.91,3412496.65,0.41560096769618804,0.14556962025316456,0.018076102726723556,0.0,0.0,19.0,271024.06,158,0.12025316455696203,0.5063291139240507,0.14556962025316456,0.08860759493670886,0.5506329113924051,0.3227848101265823,21598.080063291138,4.426900584795321,0.13291139240506328,0.20253164556962025,0.310126582278481,0.0,0.0,0.0,0.0,3.7837837837837838,37.0,4.532374100719425,4.607122302158273
2012-08-11,2732604.35,2168668.05,873300.4899999999,2732604.3499999996,0.3195854130877015,0.1,0.0016145110798787975,0.0,0.0,9.0,140878.88,110,0.08181818181818182,0.5818181818181818,0.14545454545454545,0.03636363636363636,0.35454545454545455,0.45454545454545453,24841.85772727273,4.653225806451613,0.14545454545454545,0.20909090909090908,0.2727272727272727,0.0,0.0,0.0,0.0,3.918918918918919,37.0,4.42,6.368
2012-08-12,3388181.83,2654275.25,1821837.34,3388181.83,0.5377035328709027,0.09420289855072464,0.012086423354675744,0.0,0.0,15.0,200854.66,138,0.10869565217391304,0.5652173913043478,0.17391304347826086,0.028985507246376812,0.4782608695652174,0.35507246376811596,24552.04224637681,4.30625,0.10869565217391304,0.2463768115942029,0.2608695652173913,0.0,0.0,0.0,0.0,3.5789473684210527,38.0,4.3884297520661155,4.159917355371901
2012-08-13,3928170.01,3189564.96,1652567.9500000002,3928170.0100000007,0.4206966464773758,0.12418300653594772,0.022817375462830337,0.0,0.0,15.0,152774.26,153,0.09803921568627451,0.5490196078431373,0.17647058823529413,0.026143790849673203,0.43790849673202614,0.40522875816993464,25674.313790849672,4.5,0.1503267973856209,0.19607843137254902,0.24183006535947713,0.0,0.0,0.0,0.0,4.023809523809524,42.0,4.304347826086956,5.419710144927536
2012-08-14,4033912.16,3258198.58,1666701.8599999996,4033912.16,0.4131725714126605,0.10596026490066225,0.024139806752757852,0.0,0.0,11.0,122806.12,151,0.0728476821192053,0.5099337748344371,0.1390728476821192,0.052980132450331126,0.4503311258278146,0.4370860927152318,26714.650066225167,4.473684210526316,0.0728476821192053,0.1986754966887417,0.32450331125827814,0.0,0.0,0.0,0.0,4.023809523809524,42.0,4.458646616541353,4.551578947368421
2012-08-15,3780293.26,2886923.59,2098870.79,3780293.2600000002,0.5552137481524383,0.12345679012345678,0.015716997574944755,0.0,0.0,13.0,151816.06,162,0.08024691358024691,0.5,0.19135802469135801,0.043209876543209874,0.4876543209876543,0.37037037037037035,23335.143580246917,4.625698324022347,0.10493827160493827,0.22839506172839505,0.32098765432098764,0.0,0.0,0.0,0.0,3.5357142857142856,28.0,4.468531468531468,5.548041958041958
2012-08-16,5249978.18,4222455.97,2999318.22,5249978.180000001,0.5713010830075488,0.14622641509433962,0.03161576187731889,0.0,0.0,10.0,113705.70999999999,212,0.04716981132075472,0.5518867924528302,0.14622641509433962,0.05188679245283019,0.4858490566037736,0.3632075471698113,24764.04801886793,4.764462809917355,0.10849056603773585,0.18867924528301888,0.3160377358490566,0.0,0.0,0.0,0.0,4.075,40.0,4.582417582417582,5.093241758241758
2012-08-17,4089284.05,3238908.92,1892599.9200000002,4089284.05,0.46281938277190604,0.17088607594936708,0.01863580496444115,0.0,0.0,14.0,99923.97,158,0.08860759493670886,0.5189873417721519,0.16455696202531644,0.05063291139240506,0.4936708860759494,0.3987341772151899,25881.544620253168,4.4393063583815024,0.0949367088607595,0.22784810126582278,0.2848101265822785,0.0,0.0,0.0,0.0,4.2105263157894735,38.0,4.398601398601398,5.7622377622377625
2012-08-18,3450015.71,2808916.94,1567976.04,3450015.71,0.45448373914795887,0.11851851851851852,0.01265266122512816,0.0,0.0,17.0,217724.80000000002,135,0.1259259259259259,0.6074074074074074,0.11851851851851852,0.007407407407407408,0.5259259259259259,0.35555555555555557,25555.671925925926,4.383561643835616,0.14814814814814814,0.2222222222222222,0.2740740740740741,0.0,0.0,0.0,0.0,3.8653846153846154,52.0,4.723577235772358,3.992032520325203
2012-08-19,3904300.93,3006801.4,2356626.26,3904300.9299999997,0.6035974947248751,0.08860759493670886,0.0,0.0,0.0,15.0,202280.82,158,0.0949367088607595,0.6265822784810127,0.10759493670886076,0.056962025316455694,0.4177215189873418,0.41139240506329117,24710.765379746834,4.779005524861878,0.10759493670886076,0.2088607594936709,0.2848101265822785,0.0,0.0,0.0,0.0,4.136363636363637,44.0,4.513698630136986,5.278493150684931
2012-08-20,3541027.32,2827038.81,1517278.2600000002,3541027.3200000003,0.4284853300708225,0.12025316455696203,0.01795723507719223,0.0,0.0,17.0,239785.46,158,0.10759493670886076,0.5632911392405063,0.13291139240506328,0.056962025316455694,0.4240506329113924,0.4430379746835443,22411.565316455693,4.4222222222222225,0.17721518987341772,0.18354430379746836,0.3227848101265823,0.0,0.0,0.0,0.0,4.054054054054054,37.0,4.681481481481481,5.8640740740740736
2012-08-21,4147483.23,3364364.64,1880610.9499999997,4147483.2299999995,0.4534342505346308,0.1569767441860465,0.017671543424179197,0.0,0.0,16.0,171977.21,172,0.09302325581395349,0.5232558139534884,0.18023255813953487,0.05232558139534884,0.436046511627907,0.38372093023255816,24113.27459302326,4.526595744680851,0.11627906976744186,0.1569767441860465,0.31976744186046513,0.0,0.0,0.0,0.0,4.166666666666667,42.0,4.448979591836735,5.269659863945578
2012-08-22,4597682.81,3562468.33,2167332.7,4597682.8100000005,0.4713967425691117,0.07567567567567568,0.008460018145531881,0.0,0.0,12.0,136318.88,185,0.06486486486486487,0.572972972972973,0.14054054054054055,0.05405405405405406,0.4648648648648649,0.43783783783783786,24852.339513513518,4.625,0.13513513513513514,0.24324324324324326,0.21621621621621623,0.0,0.0,0.0,0.0,4.294117647058823,34.0,4.474683544303797,5.786329113924051
2012-08-23,5478869.55,4195738.04,2759745.6500000004,5478869.55,0.5037071287817029,0.12121212121212122,0.019965072904500895,0.0,0.0,14.0,134683.32,231,0.06060606060606061,0.5021645021645021,0.1774891774891775,0.03463203463203463,0.4025974025974026,0.4155844155844156,23718.05,4.307392996108949,0.1645021645021645,0.22943722943722944,0.26406926406926406,0.0,0.0,0.0,0.0,3.8823529411764706,34.0,4.512437810945274,6.734129353233831
2012-08-24,4637850.57,3632210.67,2617775.5900000003,4637850.57,0.5644372431775007,0.12244897959183673,0.010303620023704212,0.0,0.0,16.0,124958.08,196,0.08163265306122448,0.5867346938775511,0.1377551020408163,0.04591836734693878,0.4642857142857143,0.39285714285714285,23662.502908163267,4.483870967741935,0.1326530612244898,0.1989795918367347,0.29081632653061223,0.0,0.0,0.0,0.0,4.095238095238095,42.0,4.461538461538462,6.149230769230769
2012-08-25,3589566.28,2784342.75,1980737.4400000002,3589566.2800000003,0.5518041137827938,0.12056737588652482,0.012725545772621869,0.0,0.0,16.0,152437.18,141,0.11347517730496454,0.5602836879432624,0.14184397163120568,0.03546099290780142,0.46808510638297873,0.3475177304964539,25457.91687943262,4.464968152866242,0.1276595744680851,0.2198581560283688,0.3404255319148936,0.0,0.0,0.0,0.0,4.12,25.0,4.616666666666666,4.8245
2012-08-26,4280204.53,3476942.48,2400542.59,4280204.529999999,0.5608476354750273,0.12195121951219512,0.006770442813395181,0.0,0.0,14.0,161977.41999999998,164,0.08536585365853659,0.49390243902439024,0.1951219512195122,0.036585365853658534,0.4451219512195122,0.4146341463414634,26098.8081097561,4.651933701657459,0.1402439024390244,0.21341463414634146,0.23780487804878048,0.0,0.0,0.0,0.0,3.757575757575758,33.0,4.547297297297297,5.314932432432433
2012-08-27,3038895.84,2365260.68,1722213.07,3038895.8400000003,0.5667232971038586,0.08759124087591241,0.02368046283547514,0.0,0.0,10.0,81683.89,137,0.072992700729927,0.5474452554744526,0.145985401459854,0.051094890510948905,0.44525547445255476,0.39416058394160586,22181.721459854012,4.130718954248366,0.08759124087591241,0.1678832116788321,0.38686131386861317,0.0,0.0,0.0,0.0,3.84375,32.0,4.0588235294117645,5.348571428571429
2012-08-28,9508676.62,7439851.59,4709698.16,9508676.62,0.49530532462255517,0.0741687979539642,0.01454308791079699,0.0,0.0,11.0,172200.33,391,0.028132992327365727,0.5831202046035806,0.13043478260869565,0.03836317135549872,0.43478260869565216,0.4219948849104859,24318.86603580563,4.5,0.1278772378516624,0.16879795396419436,0.2915601023017903,0.0,0.0,0.0,0.0,3.4705882352941178,34.0,4.528735632183908,6.389885057471264
2012-08-29,9260558.32,7336294.54,4229638.640000001,9260558.32,0.4567368935915303,0.10732984293193717,0.016405037876809136,0.0,0.0,12.0,159355.52,382,0.031413612565445025,0.581151832460733,0.1518324607329843,0.028795811518324606,0.4738219895287958,0.3900523560209424,24242.299267015707,4.594104308390023,0.1099476439790576,0.20157068062827224,0.3036649214659686,0.0,0.0,0.0,0.0,3.9555555555555557,45.0,4.469512195121951,5.112134146341464
2012-08-30,10086534.1,7950911.72,4442325.760000001,10086534.100000001,0.4404214288037751,0.13399503722084366,0.01942602563550546,0.0,0.0,14.0,175510.40999999997,403,0.034739454094292806,0.5260545905707196,0.11910669975186104,0.05707196029776675,0.45905707196029777,0.3970223325062035,25028.620595533503,4.530837004405286,0.09429280397022333,0.20843672456575682,0.28287841191067,0.0,0.0,0.0,0.0,4.051282051282051,39.0,4.5830903790087465,5.339562682215743
2012-08-31,9104678.52,7277460.12,4537120.58,9104678.52,0.4983284769509907,0.11450381679389313,0.01436851281598024,0.0,0.0,12.0,115475.02,393,0.030534351145038167,0.5801526717557252,0.13994910941475827,0.03816793893129771,0.48346055979643765,0.38676844783715014,23167.120916030533,4.416851441241685,0.1272264631043257,0.17048346055979643,0.2926208651399491,0.0,0.0,0.0,0.0,3.923076923076923,39.0,4.431547619047619,6.186190476190476
2012-09-01,8560208.92,6738335.17,4021336.17,8560208.92,0.4697707973697446,0.09970674486803519,0.01182879307576526,0.0,0.0,8.0,232778.57,341,0.02346041055718475,0.5601173020527859,0.14076246334310852,0.0469208211143695,0.4281524926686217,0.41055718475073316,25103.25196480939,4.68974358974359,0.12023460410557185,0.15249266862170088,0.30498533724340177,0.0,0.0,0.0,0.0,3.769230769230769,39.0,4.516778523489933,4.858489932885906
2012-09-02,2587099.44,1946097.28,1112502.81,2587099.44,0.43001934629926714,0.11320754716981132,0.025763636669489595,0.0,0.0,7.0,144746.47,106,0.0660377358490566,0.5754716981132075,0.10377358490566038,0.0660377358490566,0.3584905660377358,0.4811320754716981,24406.598490566033,4.342105263157895,0.10377358490566038,0.24528301886792453,0.32075471698113206,0.0,0.0,0.0,0.0,4.266666666666667,30.0,4.421052631578948,4.434105263157895
2012-09-03,3865505.01,3063431.08,1775219.6300000004,3865505.0100000002,0.459246495712083,0.1292517006802721,0.02936175990106918,0.0,0.0,11.0,225389.39,147,0.07482993197278912,0.5714285714285714,0.10204081632653061,0.04081632653061224,0.4421768707482993,0.38095238095238093,26295.952448979595,4.530120481927711,0.12244897959183673,0.2108843537414966,0.25170068027210885,0.0,0.0,0.0,0.0,3.657142857142857,35.0,4.537878787878788,5.255530303030303
